barcode,author,title,440$v(volume),publisher,copyrightdate,pages,ClassificationNumber,041$h(language),3(stockhead),homebranch,650$a(subject),price,365$c(currency),923$d(billdate),923$n(billnumber),942$c(bookcategory),952$c(section),952$8(booktype),952$e(sourceofpurchase),952$1(loststatus)
LGARC#1240,Barry,The Construction Of Building,,East West Press,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#1241,Barry,The Construction Of Building,,East West Press,1999,173,ARC,,,ARC,,120,,,,,,,,
LGARC#1242,"Mc Key, W.B.",Building Construction,,Orient Longman,2005,170,ARC,,,ARC,,275,,,,,,,,
LGARC#1243,"Mc Key, W.B.",Building Construction,,Orient Longman,2003,143,ARC,,,ARC,,275,,,,,,,,
LGARC#1244,"Mc Key, W.B.",Building Construction,,Orient Longman,2005,162,ARC,,,ARC,,275,,,,,,,,
LGARC#1245,"Mc Key, W.B.",Building Construction,,Orient Longman,2005,275,ARC,,,ARC,,275,,,,,,,,
LGARC#1246,"Mc Key, W.B.",Building Construction,,Orient Longman,2005,170,ARC,,,ARC,,275,,,,,,,,
LGARC#1247,"Mc Key, W.B.",Building Construction,,Orient Longman,2003,143,ARC,,,ARC,,275,,,,,,,,
LGARC#1248,"Mc Key, W.B.",Building Construction,,Orient Longman,2005,162,ARC,,,ARC,,275,,,,,,,,
LGARC#1249,"Mc Key, W.B.",Building Construction,,Orient Longman,2005,270,ARC,,,ARC,,275,,,,,,,,
LGARC#1250,"Mc Key, W.B.",Building Construction,,Orient Longman,2005,170,ARC,,,ARC,,275,,,,,,,,
LGARC#1251,"Mc Key, W.B.",Building Construction,,Orient Longman,2003,143,ARC,,,ARC,,275,,,,,,,,
LGARC#1252,"Mc Key, W.B.",Building Construction,,Orient Longman,2005,275,ARC,,,ARC,,275,,,,,,,,
LGARC#1253,"Mc Key, W.B.",Building Construction,,Orient Longman,2005,170,ARC,,,ARC,,275,,,,,,,,
LGARC#1254,"Dutta, B.N.",Estimating And Costing In Civil Engineering,,UBS P.D.,2005,904,ARC,,,ARC,,295,,,,,,,,
LGARC#1255,"Dutta, B.N.",Estimating And Costing In Civil Engineering,,UBS P.D.,2005,904,ARC,,,ARC,,295,,,,,,,,
LGARC#1256,"Dutta, B.N.",Estimating And Costing In Civil Engineering,,UBS P.D.,2005,904,ARC,,,ARC,,295,,,,,,,,
LGARC#1257,Neufert,Neufert Architects Data,,Blackwell,2004,635,ARC,,,ARC,,2100,,,,,,,,
LGARC#1258,Hirenkar G.K.,Fundamentals Of Town Planning,,Dhanpat Rai,2005,147,ARC,,,ARC,,90,,,,,,,,
LGARC#1259,Hirenkar G.K.,Fundamentals Of Town Planning,,Dhanpat Rai,2005,147,ARC,,,ARC,,90,,,,,,,,
LGARC#1260,Hirenkar G.K.,Fundamentals Of Town Planning,,Dhanpat Rai,2005,147,ARC,,,ARC,,90,,,,,,,,
LGARC#1261,Hirenkar G.K.,Fundamentals Of Town Planning,,Dhanpat Rai,2005,147,ARC,,,ARC,,90,,,,,,,,
LGARC#1262,Hirenkar G.K.,The Great Age Of World Architecture,,Dhanpat Rai,2005,406,ARC,,,ARC,,150,,,,,,,,
LGARC#1263,Hirenkar G.K.,The Great Age Of World Architecture,,Dhanpat Rai,2005,406,ARC,,,ARC,,150,,,,,,,,
LGARC#1264,Hirenkar G.K.,The Great Age Of World Architecture,,Dhanpat Rai,2005,406,ARC,,,ARC,,150,,,,,,,,
LGARC#1265,Hirenkar G.K.,The Great Age Of World Architecture,,Dhanpat Rai,2005,406,ARC,,,ARC,,150,,,,,,,,
LGARC#1266,"Ching, Franus DK",A Visual Dictonary Of Architecture,,Tata McGraw Hill,1997,317,ARC,,,ARC,,1845.69,,,,,,,,
LGARC#1267,"Ching, Franus DK",Architecture Form Space And Order,,Tata McGraw Hill,1996,400,ARC,,,ARC,,1845.69,,,,,,,,
LGARC#1268,"Shah, Charvanjit",Water Supply And Sanitation,,Godgolia,1998,110,ARC,,,ARC,,250,,,,,,,,
LGARC#1269,"Shah, Charvanjit",Water Supply And Sanitation,,Godgolia,1998,110,ARC,,,ARC,,250,,,,,,,,
LGARC#1270,H.D. Kumar,Sustainable Human Ecology,,East West Press,2001,307,ARC,,,ARC,,195,,,,,,,,
LGARC#1271,H.D. Kumar,Forest Resources Conservation & Management,,East West Press,2001,288,ARC,,,ARC,,175,,,,,,,,
LGARC#1272,Pradeep K. Guna,Remote Sensing For The Beginner,,East West Press,2001,129,ARC,,,ARC,,125,,,,,,,,
LGARC#1273,Laroiya S.C./Adithan,Practical Refrigeration And A/C,,New Age International,2006,160,ARC,,,ARC,,100,,,,,,,,
LGARC#1274,ICC,International Building Code 2006,,WC,2006,664,ARC,,,ARC,,5353.25,,,,,,,,
LGARC#1275,B.I.S.,National Building Code Of India 2005,,BIS,2005,-,ARC,,,ARC,,8700,,,,,,,,
LGARC#1276,Pandya Yatin,Elements Of Space Making,,Vastu Shilpa,2003,213,ARC,,,ARC,,300,,,,,,,,
LGARC#1277,Nasa,Selected Drawing From Nasa,,Nasa,1990,-,ARC,,,ARC,,300,,,,,,,,
LGARC#1278,Nasa,Selected Drawing From Nasa,,Nasa,1995,-,ARC,,,ARC,,150,,,,,,,,
LGARC#1279,Nasa,Selected Drawing From Nasa,,Nasa,1998,-,ARC,,,ARC,,200,,,,,,,,
LGARC#1280,Glaeser Ludwig,The Work Of Teri Otto,,MMA New York,1972,-,ARC,,,ARC,,400,,,,,,,,
LGARC#1281,Vastu Shilpa Foun.,Residential Open spaces A Behavioural,,Vastu Shilpa,1988,161,ARC,,,ARC,,300,,,,,,,,
LGARC#1282,Pandya Yatin,"Building Codes For Human, Just & Equitable Architecture",,Vastu Shilpa,2001,135,ARC,,,ARC,,200,,,,,,,,
LGARC#1283,Vastu Shilpa Foun.,Low Cost Housing,,Vastu Shilpa,1983,-,ARC,,,ARC,,400,,,,,,,,
LGARC#1284,Vastu Shilpa Foun.,Waste Management Systems: An Infrastructure Pural Imperative,,Vastu Shilpa,2002,297p,ARC,,,ARC,,500,,,,,,,,
LGARC#1285,Kundoo A.,Urban Eco-Community Design Analysis Sustainability,,Vastu Shilpa,1999,157,ARC,,,ARC,,300,,,,,,,,
LGARC#1286,Vastu Shilpa Foun.,Patrick Geddes & Ravindranath Tagore,,Vastu Shilpa,2002,-,ARC,,,ARC,,300,,,,,,,,
LGARC#1287,Chiu Maolin,Insight Of Digital Cities Cadstalks 04,,Archidata,2005,292,ARC,,,ARC,,1000,,,,,,,,
LGARC#1288,Chiu Maolin,Insight Of Digital Cities Cadstalks 05,,Archidata,2005,292,ARC,,,ARC,,1000,,,,,,,,
LGARC#1289,Chiu Maolin,Insight Of Digital Cities Cadstalks 06,,Archidata,2005,292,ARC,,,ARC,,1000,,,,,,,,
LGARC#1290,Chiu Maolin,Insight Of Digital Cities Cadstalks 07,,Archidata,2005,292,ARC,,,ARC,,1000,,,,,,,,
LGARC#1291,Chiu Maolin,Insight Of Digital Cities Cadstalks 08,,Archidata,2005,292,ARC,,,ARC,,1000,,,,,,,,
LGARC#1292,Chiu Maolin,Insight Of Smart Environment Cads Talks 05,,Archidata,2005,314,ARC,,,ARC,,1000,,,,,,,,
LGARC#1293,Chiu Maolin,Insight Of Smart Environment Cads Talks 06,,Archidata,2005,314,ARC,,,ARC,,1000,,,,,,,,
LGARC#1294,Chiu Maolin,Insight Of Smart Environment Cads Talks 07,,Archidata,2005,314,ARC,,,ARC,,1000,,,,,,,,
LGARC#1295,Chiu Maolin,Insight Of Smart Environment Cads Talks 08,,Archidata,2005,314,ARC,,,ARC,,1000,,,,,,,,
LGARC#1296,Chiu Maolin,Insight Of Smart Environment Cads Talks 09,,Archidata,2005,314,ARC,,,ARC,,1000,,,,,,,,
LGARC#1297,Gill P.S.,Engineering Graphics And Drafting,,S K Kataria,2007,829,ARC,,,ARC,,275,,,,,,,,
LGARC#1298,Ching F.D.K.,A Visual Dictionary Of Architecture,,VMR,1997,318,ARC,,,ARC,,1917.6,,,,,,,,
LGARC#1299,Ching F.D.K.,A Visual Dictionary Of Architecture,,VMR,1997,318,ARC,,,ARC,,1917.6,,,,,,,,
LGARC#1300,Ching F.D.K.,Architecture Form Space And Order,,VMR,1996,400,ARC,,,ARC,,1917.6,,,,,,,,
LGARC#1301,Ching F.D.K.,Architecture Form Space And Order,,VMR,1996,400,ARC,,,ARC,,1917.6,,,,,,,,
LGARC#1302,Grover Satish,Buddhist And Hindu Architecture In India,,CBS,2003,237,ARC,,,ARC,,495,,,,,,,,
LGARC#1303,Grover Satish,Buddhist And Hindu Architecture In India,,CBS,2003,237,ARC,,,ARC,,495,,,,,,,,
LGARC#1304,Grover Satish,Buddhist And Hindu Architecture In India,,CBS,2003,237,ARC,,,ARC,,495,,,,,,,,
LGARC#1305,Krishan/Baker N.,Climate Responsive Architecture,,Tata McGraw Hill,2004,409,ARC,,,ARC,,675,,,,,,,,
LGARC#1306,Krishan/Baker N.,Climate Responsive Architecture,,Tata McGraw Hill,2004,409,ARC,,,ARC,,675,,,,,,,,
LGARC#1307,Rangwala,Engineering Materials 33rd Ed.,,Charotar,2006,539,ARC,,,ARC,,95,,,,,,,,
LGARC#1308,Rangwala,Engineering Materials 33rd Ed.,,Charotar,2006,539,ARC,,,ARC,,95,,,,,,,,
LGARC#1309,Rangwala,Engineering Materials 33rd Ed.,,Charotar,2006,539,ARC,,,ARC,,95,,,,,,,,
LGARC#1310,Dutta B.N.,Estimating & Costing In Civil Engineering,,UBS.PD.,2006,904,ARC,,,ARC,,295,,,,,,,,
LGARC#1311,Dutta B.N.,Estimating & Costing In Civil Engineering,,UBS.PD.,2006,904,ARC,,,ARC,,295,,,,,,,,
LGARC#1312,Bhatt. N.D.,Engineering Drawing,,Charotar,2006,600,ARC,,,ARC,,125,,,,,,,,
LGARC#1313,Bhatt. N.D.,Engineering Drawing,,Charotar,2006,600,ARC,,,ARC,,125,,,,,,,,
LGARC#1314,Baiche/ William,Neufert Architects Data 3rd Ed.,,Blackwell,2006,636,ARC,,,ARC,,2195,,,,,,,,
LGARC#1315,Baiche/ William,Neufert Architects Data 3rd Ed.,,Blackwell,2006,636,ARC,,,ARC,,2195,,,,,,,,
LGARC#1316,Gill R.w.,Perspective From Basic To Creative,,Thomas/Huttson,2006,272,ARC,,,ARC,,1169.69,,,,,,,,
LGARC#1317,I.Chand/Bhargava P.k.,The Climatic Data Hand Book,,Tata McGraw Hill,1999,210,ARC,,,ARC,,650,,,,,,,,
LGARC#1318,Barry,The Construction Of Building -I,,East West Press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1319,Barry,The Construction Of Building -II,,East West Press,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1320,Barry,The Construction Of Building -III,,East West Press,1999,117,ARC,,,ARC,,120,,,,,,,,
LGARC#1321,Barry,The Construction Of Building -Iv,,East West Press,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#1322,Barry,The Construction Of Building -v,,East West Press,1999,174,ARC,,,ARC,,120,,,,,,,,
LGARC#1323,Mckay W.B.,Building Construction Metric -I,,O.L,2006,170,ARC,,,ARC,,285,,,,,,,,
LGARC#1324,Mckay W.B.,Building Construction Metric -I,,O.L,2006,170,ARC,,,ARC,,285,,,,,,,,
LGARC#1325,Mckay W.B.,Building Construction Metric -I,,O.L,2006,170,ARC,,,ARC,,285,,,,,,,,
LGARC#1326,Mckay W.B.,Building Construction Metric -II,,O.L,2006,143,ARC,,,ARC,,285,,,,,,,,
LGARC#1327,Mckay W.B.,Building Construction Metric -II,,O.L,2006,143,ARC,,,ARC,,285,,,,,,,,
LGARC#1328,Mckay W.B.,Building Construction Metric -II,,O.L,2006,143,ARC,,,ARC,,285,,,,,,,,
LGARC#1329,Mckay W.B.,Building Construction Metric-III,,O.L,2006,162,ARC,,,ARC,,285,,,,,,,,
LGARC#1330,Mckay W.B.,Building Construction Metric-III,,O.L,2006,162,ARC,,,ARC,,285,,,,,,,,
LGARC#1331,Mckay W.B.,Building Construction Metric-III,,O.L,2006,162,ARC,,,ARC,,285,,,,,,,,
LGARC#1332,Mckay J.K..,Building Construction Metric Iv,,O.L,2006,275,ARC,,,ARC,,285,,,,,,,,
LGARC#1333,Mckay J.K..,Building Construction Metric Iv,,O.L,2006,275,ARC,,,ARC,,285,,,,,,,,
LGARC#1334,Mckay J.K..,Building Construction Metric Iv,,O.L,2006,275,ARC,,,ARC,,285,,,,,,,,
LGARC#1335,Hiraskar G.K.,Fundamentals Of Town Planning,,Dhanpat Rai,2006,147,ARC,,,ARC,,95,,,,,,,,
LGARC#1336,Hiraskar G.K.,Fundamentals Of Town Planning,,Dhanpat Rai,2006,147,ARC,,,ARC,,95,,,,,,,,
LGARC#1337,Hiraskar G.K.,Fundamentals Of Town Planning,,Dhanpat Rai,2006,147,ARC,,,ARC,,95,,,,,,,,
LGARC#1338,Hiraskar G.K.,Fundamentals Of Town Planning,,Dhanpat Rai,2006,147,ARC,,,ARC,,95,,,,,,,,
LGARC#1339,Hiraskar G.K.,Fundamentals Of Town Planning,,Dhanpat Rai,2006,147,ARC,,,ARC,,95,,,,,,,,
LGARC#1340,Rao. M.Pratap,Urban Planning Theory & Practice,,CBS,2005,211,ARC,,,ARC,,130,,,,,,,,
LGARC#1341,Rao. M.Pratap,Urban Planning Theory & Practice,,CBS,2005,211,ARC,,,ARC,,130,,,,,,,,
LGARC#1342,Puri B.B.,Vedic Architecture And Art Of Living,,V.G.P.,1995,245,ARC,,,ARC,,415,,,,,,,,
LGARC#1343,Puri B.B.,Vedic Architecture And Art Of Living,,V.G.P.,1995,245,ARC,,,ARC,,415,,,,,,,,
LGARC#1344,Gurucharan Singh,Water Supply And Sanitary Engineering,,SPD,2003,512,ARC,,,ARC,,150,,,,,,,,
LGARC#1345,Gurucharan Singh,Water Supply And Sanitary Engineering,,SPD,2003,512,ARC,,,ARC,,150,,,,,,,,
LGARC#1346,"Abramson ,S.",Shop and Boutiques 2000,,Rizzoli Pub,1999,176,ARC,,,ARC,,2115,,,,,,,,
LGARC#1347,Shokoohy. Mehrdad,Muslim Architecture of South India,,Curzon,2003,341,ARC,,,ARC,,8334,,,,,,,,
LGARC#1348,Stefanie Schupp,New Architecture of Shopping Complexes,,Pageone,2005,359,ARC,,,ARC,,5640,,,,,,,,
LGARC#1349,"Mapelli , E.G.",Urban Environments,,Wiley,2001,222,ARC,,,ARC,,3290,,,,,,,,
LGARC#1350,Stewart. Jill,Environmental Health and Housing,,Spon,2001,286,ARC,,,ARC,,5093,,,,,,,,
LGARC#1351,"Weston, R.",The Complete Handbook of Architecture,,Mitchell,2006,208,ARC,,,ARC,,925.07,,,,,,,,
LGARC#1352,"Croome , D.J.",Noise and the Design of Buildings and Services,,Cosntruction Press,1982,165,ARC,,,ARC,,1944.6,,,,,,,,
LGARC#1353,"Trulove, J.G.",40: Landscapes,,Thunder Boy,2003,351,ARC,,,ARC,,1880,,,,,,,,
LGARC#1354,"Pegler , M.M.",Street Scapes,,RRC,1998,176,ARC,,,ARC,,2347.65,,,,,,,,
LGARC#1355,"Pearson Education, David",The Gaia Natural House Book,,GBL,1998,304,ARC,,,ARC,,1573.27,,,,,,,,
LGARC#1356,"Ward, S.V.",Selling Places,,Spon,1998,269,ARC,,,ARC,,2313,,,,,,,,
LGARC#1357,"Alder, David",Metric Hand Book Planning and Design Data,,Arch Press,2004,46.2,ARC,,,ARC,,3241,,,,,,,,
LGARC#1358,"Ching, D.K",Building Construction Illustrated,,Wiley,2001,-,ARC,,,ARC,,2115,,,,,,,,
LGARC#1359,"Ching, D.K","Architecture Form,Space and Order",,VNB,1996,400,ARC,,,ARC,,1880,,,,,,,,
LGARC#1360,"Ching, D.K",A Visual Dictionary of Architecture,,VNB,1997,319,ARC,,,ARC,,2201,,,,,,,,
LGARC#1361,Yoichi Arai,Shopping Malls Design European Passages,,SHA,2000,192,ARC,,,ARC,,2820,,,,,,,,
LGARC#1362,"Cristina , G.D.",A D Architecture and Science,,Wiley,2001,223,ARC,,,ARC,,3290,,,,,,,,
LGARC#1363,Glass J,Encyclopeadia of Architectural Technology,,Wiley,2002,353,ARC,,,ARC,,6815,,,,,,,,
LGARC#1364,Yee Roger,Corporate Interiors No 7,,VRP,2006,295,ARC,,,ARC,,3055,,,,,,,,
LGARC#1365,Riley/ Howard,Construction Technology House Construction,,Palgrav,2002,357,ARC,,,ARC,,2777,,,,,,,,
LGARC#1366,"Mcmullan , R.",Environmental Science in Building,,Palgrav,2002,376,ARC,,,ARC,,3054.87,,,,,,,,
LGARC#1367,"Seeley, I.H.",Building Quantities Explained 5th Ed,,Palgrav,1999,406,ARC,,,ARC,,2684.47,,,,,,,,
LGARC#1368,Willis A.,Williss Elements of Legancy Systems To A Distributed Architecture,,Blackwell,1998,356,ARC,,,ARC,,1758,,,,,,,,
LGARC#1369,"Brayman, W.",The Transition of Legancy SystemsTo A Distributed Architecture,,J.Wiley,1995,315,ARC,,,ARC,,1886,,,,,,,,
LGARC#1370,"Thompson ,I.H.",Ecology Community and Delight,,E& FN Spon,1999,201,ARC,,,ARC,,3194,,,,,,,,
LGARC#1371,"Rodemann, P.A.",Patterns in Interior Environments,,J.Wiley,1999,253,ARC,,,ARC,,3780,,,,,,,,
LGARC#1372,Woods Dan,Enterprise Services Architecture,,O'Reilly,2003,205,ARC,,,ARC,,1407.65,,,,,,,,
LGARC#1373,David/Young,Introduction To Japanese Architecture,,Periplus,2004,128,ARC,,,ARC,,1165.17,,,,,,,,
LGARC#1374,"Singhal , S.P",Noise Pollution and Control Strategy,,Narosa Publication,2005,323,ARC,,,ARC,,295,,,,,,,,
LGARC#1375,"Vazirani, V.N.",Building Construction,,Khanna Publication,2003,352,ARC,,,ARC,,30,,,,,,,,
LGARC#1376,"Raja Rao, Y.Y.",Planning & Designing of Residential Buildings,,SPD,2006,258/104,ARC,,,ARC,,225,,,,,,,,
LGARC#1377,"Reekie, F.",Reekie's Architectural Drawing,,SPD,1999,249,ARC,,,ARC,,110,,,,,,,,
LGARC#1378,"Okot-Uma Roger ,W.O.",Pollution Control & Waste Management in Developing Countries,,UK,2006,461,ARC,,,ARC,,2287.5,,,,,,,,
LGARC#1379,"Sinha, P.C.",Disaster Vailnera Biuties & Risk,,SBS,2006,297,ARC,,,ARC,,895,,,,,,,,
LGARC#1380,ADB,Asian Development Outlook 2006,,ADB,2006,137,ARC,,,ARC,,1214.2,,,,,,,,
LGARC#1381,ADB,Key Indicators 2006,,ADB,2006,447,ARC,,,ARC,,1307.6,,,,,,,,
LGARC#1382,"Punmia, B.C.",PERT and CPM,,Laxmi  Publication,2007,246,ARC,,,ARC,,75,,,,,,,,
LGARC#1383,"Punmia, B.C.",PERT and CPM,,Laxmi  Publication,2007,246,ARC,,,ARC,,75,,,,,,,,
LGARC#1384,"Nag, A /Vijaya Kumar",Environmental Education & Solid Waste Management,,New Age International,2005,95,ARC,,,ARC,,195,,,,,,,,
LGARC#1385,"Panchdhari, A.C.",Maintenance of Buildings,,New Age International,2006,224,ARC,,,ARC,,200,,,,,,,,
LGARC#1386,"Jain, A.K.",Fire Safety in Building,,New Age International,2006,458,ARC,,,ARC,,750,,,,,,,,
LGARC#1387,"Murty, J.V.S.",Watershed Mangement,,New Age International,2007,234,ARC,,,ARC,,600,,,,,,,,
LGARC#1388,"Chakroborty, P.",Transportation Engineering,,Prentice Hall of India,2005,520,ARC,,,ARC,,295,,,,,,,,
LGARC#1389,Clarke/Parks/Crane,Geographic Information Systems,,Prentice Hall of India,2006,306,ARC,,,ARC,,275,,,,,,,,
LGARC#1390,"Varghese, P.C.",Building Construction,,Prentice Hall of India,2007,448,ARC,,,ARC,,325,,,,,,,,
LGARC#1391,"Meenakshi, P.",Environmental Science and Engineering,,Prentice Hall of India,2006,312,ARC,,,ARC,,195,,,,,,,,
LGARC#1392,"Meyer, M.D.",Urban Transportation Planning,,Mgraw hill,2001,642,ARC,,,ARC,,913.12,,,,,,,,
LGARC#1393,"Garg, S.K.",Water Supply Engineering,,Khanna Publication,2007,1174,ARC,,,ARC,,235,,,,,,,,
LGARC#1394,"Uppal, S.L",Electrical Wiring Estimating and Costing,,Khanna Publication,2008,836,ARC,,,ARC,,175,,,,,,,,
LGARC#1395,"Birdie, G.S.",Water Supply & Sanitary Engineering,,Dhanpat Rai,2007,1024,ARC,,,ARC,,275,,,,,,,,
LGARC#1396,"Singh, G/Singh, J.",Building Planning & Sheduling,,SPD,2007,388,ARC,,,ARC,,125,,,,,,,,
LGARC#1397,"Singh, G/Singh, J.",Building Planning & Sheduling,,SPD,2007,388,ARC,,,ARC,,125,,,,,,,,
LGARC#1398,"Singh, G/Singh, J.",Building Planning & Sheduling,,SPD,2007,388,ARC,,,ARC,,125,,,,,,,,
LGARC#1399,"Abbasi, S.A.",Renewable Energy Sources and their Environmental Impact,,Prentice Hall of India,2006,162,ARC,,,ARC,,150,,,,,,,,
LGARC#1400,"Rao, P.V.",Textbook of Environmental Engineering,,Prentice Hall of India,2007,268,ARC,,,ARC,,195,,,,,,,,
LGARC#1401,"Khisty, C.J./Lal B.K.",Transportation Engineering,,Prentice Hall of India,2006,813,ARC,,,ARC,,395,,,,,,,,
LGARC#1402,"Rana,S.V.S.",Ecology & Environmental Science,,Prentice Hall of India,2007,536,ARC,,,ARC,,275,,,,,,,,
LGARC#1403,"Varghese, P.C.",Building Construction,,Prentice Hall of India,2007,448,ARC,,,ARC,,325,,,,,,,,
LGARC#1404,KoeniGsberger,Manual of Tropical Housing & Building,,Longman,2007,320,ARC,,,ARC,,350,,,,,,,,
LGARC#1405,"Varghese, P.C.",Building Materials,,Prentice Hall of India,2006,267,ARC,,,ARC,,225,,,,,,,,
LGARC#1406,"Munier, N.",Handbook on Urban Sustainability,,Springer  Publication,2006,802,ARC,,,ARC,,15164.1,,,,,,,,
LGARC#1407,Earthscan,Solar Architecture in Cool Climate,,Earthscan,2007,266,ARC,,,ARC,,5064,,,,,,,,
LGARC#1408,Nashed Fred,Architecture Quantity Control,,Mcgrawhill,2005,167,ARC,,,ARC,,2499.92,,,,,,,,
LGARC#1409,"Lynch, Kevin",City Sense & City Design,,MIT,1996,852,ARC,,,ARC,,2293.5,,,,,,,,
LGARC#1410,Teri/Pachauri,Energy Efficient Building in India,,M.N.C.E.S.,2002,252,ARC,,,ARC,,860,,,,,,,,
LGARC#1411,"Sampson,G.P",The WTO and Sustainable Development,,UN.U.P,2005,315,ARC,,,ARC,,525,,,,,,,,
LGARC#1412,E.R.I,Sustainable Building Design Manual -II,,E.R.I,2004,301,ARC,,,ARC,,1002,,,,,,,,
LGARC#1413,"Murthy,S.T.",Key to Computer Aided Engineering Drawing,,IKI,2007,128,ARC,,,ARC,,95,,,,,,,,
LGARC#1414,Ramamurtham S.,Strength of Materials,,Dhanpat Rai,2007,1077,ARC,,,ARC,,330,,,,,,,,
LGARC#1415,"Lang, Paul V.",Principles of Air Conditioning,,CBS,2003,326,ARC,,,ARC,,150,,,,,,,,
LGARC#1416,"Lang, Paul V.",Principles of Air Conditioning,,CBS,2003,326,ARC,,,ARC,,150,,,,,,,,
LGARC#1417,"Lang, Paul V.",Principles of Air Conditioning,,CBS,2003,326,ARC,,,ARC,,150,,,,,,,,
LGARC#1418,"Hiraskar , G.K.",Fundamentals of Town Planning,,Dhanpat Rai,2007,147,ARC,,,ARC,,100,,,,,,,,
LGARC#1419,"Hiraskar , G.K.",Fundamentals of Town Planning,,Dhanpat Rai,2007,147,ARC,,,ARC,,100,,,,,,,,
LGARC#1420,"Hiraskar , G.K.",Fundamentals of Town Planning,,Dhanpat Rai,2007,147,ARC,,,ARC,,100,,,,,,,,
LGARC#1421,"Hiraskar , G.K.",Fundamentals of Town Planning,,Dhanpat Rai,2007,147,ARC,,,ARC,,100,,,,,,,,
LGARC#1422,"Grover, Satish",Buddhist and Hindu Architecture in India,,CBS,2008,237,ARC,,,ARC,,795,,,,,,,,
LGARC#1423,"Grover, Satish",Buddhist and Hindu Architecture in India,,CBS,2008,237,ARC,,,ARC,,795,,,,,,,,
LGARC#1424,"Grover, Satish",Buddhist and Hindu Architecture in India,,CBS,2008,237,ARC,,,ARC,,795,,,,,,,,
LGARC#1425,"Grover, Satish",Buddhist and Hindu Architecture in India,,CBS,2008,237,ARC,,,ARC,,795,,,,,,,,
LGARC#1426,"Gill, Robert W.",Rendering With Pen+ Ink,,Thomes & Hudson,2007,400,ARC,,,ARC,,1036,,,,,,,,
LGARC#1427,"Gill, Robert W.",Rendering With Pen+ Ink,,Thomes & Hudson,2007,400,ARC,,,ARC,,1036,,,,,,,,
LGARC#1428,"Gill, Robert W.",Rendering With Pen+ Ink,,Thomes & Hudson,2007,400,ARC,,,ARC,,1036,,,,,,,,
LGARC#1429,"Gill, Robert W.",Rendering With Pen+ Ink,,Thomes & Hudson,2007,400,ARC,,,ARC,,1036,,,,,,,,
LGARC#1430,Rangwala,Engineering Materials,,Charotar,2008,539,ARC,,,ARC,,105,,,,,,,,
LGARC#1431,"Hiraskar , G.K.",World Architecture,,Dhanpat Rai,2008,406,ARC,,,ARC,,195,,,,,,,,
LGARC#1432,"Hiraskar , G.K.",World Architecture,,Dhanpat Rai,2008,406,ARC,,,ARC,,195,,,,,,,,
LGARC#1433,"Hiraskar , G.K.",World Architecture,,Dhanpat Rai,2008,406,ARC,,,ARC,,195,,,,,,,,
LGARC#1434,"Hiraskar , G.K.",World Architecture,,Dhanpat Rai,2008,406,ARC,,,ARC,,195,,,,,,,,
LGARC#1435,"Khurmi, R.S.",Theory of Structures,,S.Chand,2008,772,ARC,,,ARC,,190,,,,,,,,
LGARC#1436,"Khurmi, R.S.",Theory of Structures,,S.Chand,2008,772,ARC,,,ARC,,190,,,,,,,,
LGARC#1437,"Mckay, W.B.",Building Construction-III,,Orient Longman,2005,162,ARC,,,ARC,,275,,,,,,,,
LGARC#1438,"Mckay, W.B.",Building Construction-IV,,Orient Longman,2005,275,ARC,,,ARC,,285,,,,,,,,
LGARC#1439,"Varghese , P.C.",Building Materials,,Prentice Hall of India,2006,267,ARC,,,ARC,,225,,,,,,,,
LGARC#1440,"Varghese , P.C.",Building Materials,,Prentice Hall of India,2006,267,ARC,,,ARC,,225,,,,,,,,
LGARC#1441,"Varghese , P.C.",Building Construction,,Prentice Hall of India,2007,448,ARC,,,ARC,,325,,,,,,,,
LGARC#1442,"Varghese , P.C.",Building Construction,,Prentice Hall of India,2007,448,ARC,,,ARC,,325,,,,,,,,
LGARC#1443,"Varghese , P.C.",Building Construction,,Prentice Hall of India,2007,448,ARC,,,ARC,,325,,,,,,,,
LGARC#1444,"Varghese , P.C.",Building Construction,,Prentice Hall of India,2007,448,ARC,,,ARC,,325,,,,,,,,
LGARC#1445,"Rana, S.V.S.",Essentials of Ecology and Environmental Science,,Prentice Hall of India,2007,536,ARC,,,ARC,,275,,,,,,,,
LGARC#1446,"Duggal , S.K.",Building Materials,,New Age International,2008,525,ARC,,,ARC,,295,,,,,,,,
LGARC#1447,"Duggal , S.K.",Building Materials,,New Age International,2008,525,ARC,,,ARC,,295,,,,,,,,
LGARC#1448,"Chitkara, K.K.",Construction Project Management,,Tata McGraw Hill,2008,558,ARC,,,ARC,,525,,,,,,,,
LGARC#1449,"Chitkara, K.K.",Construction Project Management,,Tata McGraw Hill,2008,558,ARC,,,ARC,,525,,,,,,,,
LGARC#1450,"Joseph, G.",Fundamentals of Remote Sensing,,Universities Press,2008,490,ARC,,,ARC,,425,,,,,,,,
LGARC#1451,"Bharucha, E.",Environmental Studies,,Universities Press,2008,276,ARC,,,ARC,,140,,,,,,,,
LGARC#1452,"Bharucha, E.",Environmental Studies,,Universities Press,2008,276,ARC,,,ARC,,140,,,,,,,,
