barcode,author,title,440$v(volume),publisher,copyrightdate,pages,ClassificationNumber,041$h(language),3(stockhead),homebranch,650$a(subject),price,365$c(currency),923$d(billdate),923$n(billnumber),942$c(bookcategory),952$c(section),952$8(booktype),952$e(sourceofpurchase),952$1(loststatus)
LGARC#1018,Central Building Research Institute,Thermal Performance of Building Section in Different Thermal Climate Zones of the Country,,CBRI,,2,ARC,,,ARC,,,,,,,,,,
LGARC#1019,Central Building Research Institute,Use of Fly Ash as Pozzolana,,CBRI,,2,ARC,,,ARC,,,,,,,,,,
LGARC#1020,Central Building Research Institute,Prefacricated Floor/Roof using Structural Clay,,CBRI,,5,ARC,,,ARC,,,,,,,,,,
LGARC#1021,Central Building Research Institute,Mangalore Patter Clay Roofing files from alluvial red & Black Soil,,CBRI,,2,ARC,,,ARC,,,,,,,,,,
LGARC#1022,Central Building Research Institute,Production of Cement Clinker using Fly Fish,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1023,Central Building Research Institute,Solid Concrete-Black Masary Scheme,,CBRI,,7,ARC,,,ARC,,,,,,,,,,
LGARC#1024,Central Building Research Institute,Solar Timber Seasoning Kiln,,CBRI,,7,ARC,,,ARC,,,,,,,,,,
LGARC#1025,Central Building Research Institute,Fine Propagation index of lining Materials,,CBRI,,3,ARC,,,ARC,,,,,,,,,,
LGARC#1026,Central Building Research Institute,Precaution during termite Control Meoves in building,,CBRI,,3,ARC,,,ARC,,,,,,,,,,
LGARC#1027,Central Building Research Institute,Correction factors for Thermal Performanes Index,,CBRI,,9,ARC,,,ARC,,,,,,,,,,
LGARC#1028,Central Building Research Institute,Cooling Load and Indoor air temperature of Office Building under Tropical Climate,,CBRI,,5,ARC,,,ARC,,,,,,,,,,
LGARC#1029,Central Building Research Institute,Fenestrations for daylightning of trropies,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1030,Central Building Research Institute,Clay Flooring and terracing titles from alluvialred and Blacksoils,,CBRI,,3,ARC,,,ARC,,,,,,,,,,
LGARC#1031,Central Building Research Institute,Loose fill materials for Cold Storage insolution,,CBRI,,5,ARC,,,ARC,,,,,,,,,,
LGARC#1032,Central Building Research Institute,Evaluation of Theral Stress Tropical Summer,,CBRI,,5,ARC,,,ARC,,,,,,,,,,
LGARC#1033,Central Building Research Institute,Painting of Cement Plastred Surface,,CBRI,,2,ARC,,,ARC,,,,,,,,,,
LGARC#1034,Central Building Research Institute,Precast RC Plank Flooring/ Roofing Scheme,,CBRI,,14,ARC,,,ARC,,,,,,,,,,
LGARC#1035,Central Building Research Institute,Theral Response of 4.5 Inch Solid brick Brick Wall rool in hot dry Climate,,CBRI,,5,ARC,,,ARC,,,,,,,,,,
LGARC#1036,Central Building Research Institute,Fenestration design for School Building,,CBRI,,3,ARC,,,ARC,,,,,,,,,,
LGARC#1037,Central Building Research Institute,Flyash Sand Lime Bricks,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1038,Central Building Research Institute,Sand Lime Bricks,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1039,Central Building Research Institute,Silicate based waterproofing Formulation,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1040,Central Building Research Institute,Fibrous Gypsum Plaster Boards,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1041,Central Building Research Institute,Production of Solid Prestressed Concrete Poles Employing Direct Electric Curing,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1042,Central Building Research Institute,Precast RC Plank and Joint Scheme for Floors & Roofs,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1043,Central Building Research Institute,Precast RC Channel Unit Fllor/ Roof,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1044,Central Building Research Institute,Skirted Granular Pile Foundation,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1045,Central Building Research Institute,Bored Compaction pile foundation,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1046,Central Building Research Institute,Burnt Clay-Flyash Bricks,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1047,Central Building Research Institute,Clay Titles,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1048,Central Building Research Institute,EPS Composites and Door Shulters,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1049,Central Building Research Institute,Spliced Pile Technology,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1050,Central Building Research Institute,Efficency of Buildings,,CBRI,,2,ARC,,,ARC,,,,,,,,,,
LGARC#1051,Central Building Research Institute,Rural Building and Environment,,CBRI,,2,ARC,,,ARC,,,,,,,,,,
LGARC#1052,Central Building Research Institute,Plastic Composite Panelling Materials,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1053,Central Building Research Institute,Fire Engineering,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1054,Central Building Research Institute,Environmental Science and Technology,,CBRI,,1,ARC,,,ARC,,,,,,,,,,
LGARC#1055,"Moore, A C",The Power of Preservation,,McGraw Hill,1998,228,ARC,,,ARC,,49.95,,,,,,,,
LGARC#1056,"Wiffen , V",Sketching Palnning & Drawing,,Sterling,1998,128,ARC,,,ARC,,24.95,,,,,,,,
LGARC#1057,"Wilawn, Hughes",Aluminium Architecture,,Birkhauser,2001,150,ARC,,,ARC,,54.21,,,,,,,,
LGARC#1058,"Schoenauer, N",6000 Years of Housing,,Norten,2000,502,ARC,,,ARC,,35,,,,,,,,
LGARC#1059,"Rao, M T",Urban Planning: Theory & Practise,,CBS,2001,211,ARC,,,ARC,,125,,,,,,,,
LGARC#1060,"Grover, S",Buddhist and Hindi Architecture in India,,CBS,2003,237,ARC,,,ARC,,495,,,,,,,,
LGARC#1061,"Shah, C S",Water Supply and Sanitation,,Galgotia Publication,1998,110,ARC,,,ARC,,250,,,,,,,,
LGARC#1062,"Bahga, S",New Indian Homes,,Galgotia Publication,1997,151,ARC,,,ARC,,495,,,,,,,,
LGARC#1063,"Rewal, R",Library for the Indian Parliament,,Architectured,2002,84,ARC,,,ARC,,850,,,,,,,,
LGARC#1064,"Jalidio, P",New Forms Architecture in the 1990s,,Taschen,2001,237,ARC,,,ARC,,15,,,,,,,,
LGARC#1065,"Moore, C W",Water + Architecture,,Thames,,224,ARC,,,ARC,,59.95,,,,,,,,
LGARC#1066,"Jain, K",Thematic Space in Indian Architecture,,Indian Research Press,2002,127,ARC,,,ARC,,950,,,,,,,,
LGARC#1067,"Baiche, B",Neufort Architecture Data,,Blackwell,2000,636,ARC,,,ARC,,2100,,,,,,,,
LGARC#1068,"Bawa, R L",Design for Living,,Galgotia Publication,2000,106,ARC,,,ARC,,395,,,,,,,,
LGARC#1069,"Udamali, S",Architecture for Kuteb,,Tien Wah press,2003,112,ARC,,,ARC,,1200,,,,,,,,
LGARC#1070,"Cerver, A F",The Architecture of Skycrapers,,Hears Book,1997,187,ARC,,,ARC,,42.5,,,,,,,,
LGARC#1071,"Sullivan, C",Drawing the Landscape,,John Wiley Publication,1997,325,ARC,,,ARC,,44.9,,,,,,,,
LGARC#1072,"Foster, N",Norman Foster and the British Museusm,,Prestel,2001,120,ARC,,,ARC,,16.95,,,,,,,,
LGARC#1073,"Subramanyam, V",Urban Economic Development in India,,Galgotia Publication,1995,440,ARC,,,ARC,,475,,,,,,,,
LGARC#1074,"Friedman, D",The investigation of Buildings,,WW Norten,2000,175,ARC,,,ARC,,35,,,,,,,,
LGARC#1075,EVA Howorth,Crash Course in Architecture,,EVA Howorth,2003,160,ARC,,,ARC,,12.99,,,,,,,,
LGARC#1076,"Hale, J A",Building Ideas,,John Wiley Publication,2000,242,ARC,,,ARC,,15,,,,,,,,
LGARC#1077,"Harris, M",Professional Interior Photography,,Focal Press,1998,184,ARC,,,ARC,,22.99,,,,,,,,
LGARC#1078,Dan Kiely,Dan Kiley in his own Words,,Thames,1997,223,ARC,,,ARC,,29.95,,,,,,,,
LGARC#1079,"Kendle, T",Urban Conservation,,E&FN Spon,1997,352,ARC,,,ARC,,35,,,,,,,,
LGARC#1080,"Berge, B",The Ecology of Building Materials,,Architectured,2000,453,ARC,,,ARC,,29.99,,,,,,,,
LGARC#1081,"Trasi, N",Interdisciplinary Architecture,,John Wiley Publication,2001,224,ARC,,,ARC,,55,,,,,,,,
LGARC#1082,"Bahga, S",Le Corbusier and Perre Jeanneset,,Galgotia Publication,2000,367,ARC,,,ARC,,1750,,,,,,,,
LGARC#1083,"Abley, L",Sustaining Architectutre in the Anti-Machine,,John Wiley Publication,2001,240,ARC,,,ARC,,31.95,,,,,,,,
LGARC#1084,"Michelle, G",The Royal Palaces of India,,Thames,1998,232,ARC,,,ARC,,24.95,,,,,,,,
LGARC#1085,"Thompson, G",Planning and Design of Library Buildings,,Butterworth,1995,224,ARC,,,ARC,,29.99,,,,,,,,
LGARC#1086,"Ameen, F",Contemporary Architecture and City form the South Asian Paradigm,,Merg Pub,1997,117,ARC,,,ARC,,1750,,,,,,,,
LGARC#1087,"Powell, K",City Transformed,,Laurence,2000,255,ARC,,,ARC,,45,,,,,,,,
LGARC#1088,"Narayana, R",Fengshui Vaastu,,Brindavan Printer,,166,ARC,,,ARC,,650,,,,,,,,
LGARC#1089,"Moore, R",Vertigo,,Lourence King,1999,208,ARC,,,ARC,,30,,,,,,,,
LGARC#1090,"Pile, J",A History of Interior Design,,Lourence King,2000,400,ARC,,,ARC,,38,,,,,,,,
LGARC#1091,"Gaudi, A",City Icons,,Phaidon,1999,,ARC,,,ARC,,12.95,,,,,,,,
LGARC#1092,"Kahn, L",Twentieth Century Museum -I: Architecture,,Phaidon,1999,,ARC,,,ARC,,12.95,,,,,,,,
LGARC#1093,"Kahn, L",Twentieth Century Museum -II: Architecture,,Phaidon,1999,,ARC,,,ARC,,12.95,,,,,,,,
LGARC#1094,"Grover, S",Islomic Architecture in India,,CBS,2002,179,ARC,,,ARC,,395,,,,,,,,
LGARC#1095,"Deswal, A",Energy Ecology Environment & Society,,Dhanpat Rai,2005,8.23,ARC,,,ARC,,100,,,,,,,,
LGARC#1096,"Kalam, APJ",India 2020,,Penguin,1998,324,ARC,,,ARC,,250,,,,,,,,
LGARC#1097,Hamid,Asian Cities in the 21st Century,,ADB,1999,129,ARC,,,ARC,,486,,,,,,,,
LGARC#1098,Hamid,Asian Cities in the 21st Century,,ADB,1999,182,ARC,,,ARC,,486,,,,,,,,
LGARC#1099,Hamid,Reforming Asian Cities in the 21st Century,,ADB,1999,39,ARC,,,ARC,,486,,,,,,,,
LGARC#1100,Westfall,Reforming Dhaka City Management,,ADB,2001,459,ARC,,,ARC,,972,,,,,,,,
LGARC#1101,"Smith, D V",Sustainable Development in Asia,,ADB,2000,199,ARC,,,ARC,,972,,,,,,,,
LGARC#1102,"Honachersky, W B",Ecologically Based Municipal Land Use,,Lewis,1999,256,ARC,,,ARC,,3399,,,,,,,,
LGARC#1103,ADB,Rural Asia,,ADB,2000,187,ARC,,,ARC,,486,,,,,,,,
LGARC#1104,Stubbs,Megacity Management in the Asian & Pacific Region,,ADB,2000,398,ARC,,,ARC,,972,,,,,,,,
LGARC#1105,ADB,India,,ADB,2001,98,ARC,,,ARC,,481,,,,,,,,
LGARC#1106,Ndubisi,Ecological Planning,,John Hopkis,2002,286,ARC,,,ARC,,2187,,,,,,,,
LGARC#1107,Strong,The Solar Electric House,,SP,1995,276,ARC,,,ARC,,1944,,,,,,,,
LGARC#1108,"Biswas, A K",Water for Sustainable Development in 21st Century,,Oxford Publication,1993,273,ARC,,,ARC,,320,,,,,,,,
LGARC#1109,"Scitt, J S",Penguin Dictionary of Building,,PB,1995,516,ARC,,,ARC,,536,,,,,,,,
LGARC#1110,"Loraine, R K",Construction Management in Develipment Countries,,Thomson,1993,171,ARC,,,ARC,,4117,,,,,,,,
LGARC#1111,ADB,Partnership for batter Municipal management,,ADB,2000,208,ARC,,,ARC,,486,,,,,,,,
LGARC#1112,Hamid,Asian Cities in the 21st Century,,ADB,2001,258,ARC,,,ARC,,729,,,,,,,,
LGARC#1113,"Gupta, R G",Shelter for Poor in the Forth World,,Shipra,1995,376,ARC,,,ARC,,825,,,,,,,,
LGARC#1114,"Gupta, R G",Shelter for Poor in the Forth World,,Shipra,1995,798,ARC,,,ARC,,825,,,,,,,,
LGARC#1115,"Sheppard, S R J",Visual Simulation,,VNR,1989,215p,ARC,,,ARC,,2573,,,,,,,,
LGARC#1116,Ramsey,Architectural GraPrentice Hall of Indiacs Standard Publications,,Wiley Publication,2000,1071,ARC,,,ARC,,14094,,,,,,,,
LGARC#1117,Murray,The Losangeles Times California Homebook,,Abranis,1982,215,ARC,,,ARC,,2430,,,,,,,,
LGARC#1118,Tract,Landscape Architect Urban deriattives Town Planning,,Images Pub,2004,263,ARC,,,ARC,,60,,,,,,,,
LGARC#1119,"Adler, David",Metric Handbook Planning and Design Data,,Elsevier Publication,1999,275,ARC,,,ARC,,1600,,,,,,,,
LGARC#1120,"Bagla, Pallava",Tress of India,,Timelers Books,1999,142,ARC,,,ARC,,2000,,,,,,,,
LGARC#1121,Kulbushan,Architecture of Indian Desert,,AAPI,2000,215,ARC,,,ARC,,1100,,,,,,,,
LGARC#1122,"White, Stephen",Building in the Garden,,Oxford Publication,1998,383,ARC,,,ARC,,950,,,,,,,,
LGARC#1123,,Urban Equipment Design,,Architecture,1998,204,ARC,,,ARC,,2500,,,,,,,,
LGARC#1124,"Gosling, David",The Evolution of American Urban Design,,Wiley Publication,2003,280,ARC,,,ARC,,55.95,,,,,,,,
LGARC#1125,"Watson, Donald",Time Saver Standard Publications for Urban Design,,Tata McGraw Hilll,2001,595,ARC,,,ARC,,150,,,,,,,,
LGARC#1126,"Gindroz, Ray",The Urban Design Handbook,,Norforisco,2003,208,ARC,,,ARC,,49.95,,,,,,,,
LGARC#1127,"Knox, Paul",Design Professionals and the Built Environments,,Wiley Publication,2000,356,ARC,,,ARC,,60,,,,,,,,
LGARC#1128,"Bawa, R L",Desion for Living,,Galgotia Publication,2000,106,ARC,,,ARC,,395,,,,,,,,
LGARC#1129,"Cuito, Aurora",Designer Hotels,,Pace Asensia,2001,531,ARC,,,ARC,,35,,,,,,,,
LGARC#1130,"Shah, Charanjit",Water Supply and Sanitation,,Galgotia Publication,1998,110,ARC,,,ARC,,250,,,,,,,,
LGARC#1131,Prestol,Musems for A New Millenium,,Prestol,2000,224,ARC,,,ARC,,65,,,,,,,,
LGARC#1132,"Pegrum, Juliet",The Vastu Vidya,,Threerivers Press,2000,159,ARC,,,ARC,,18.95,,,,,,,,
LGARC#1133,"Mulick, Milind",Water Colour,,Jyotsna,2000,128,ARC,,,ARC,,300,,,,,,,,
LGARC#1134,"Crosbie, Michale",Architecture for Science,,Images Pub,2004,207,ARC,,,ARC,,60,,,,,,,,
LGARC#1135,"Collis, Hugh",Transport Engineering and Architecture,,Laurence King,2003,240,ARC,,,ARC,,50,,,,,,,,
LGARC#1136,"Crosbie, Michale",Designing the World's best Museums and Art Galleries,,Images Pub,2003,167,ARC,,,ARC,,39,,,,,,,,
LGARC#1137,"Mulick, Milind",Sketch Book,,Jyotsna,2004,88,ARC,,,ARC,,130,,,,,,,,
LGARC#1138,Paro Architect,Charles Correa 22,,Arch. University,2001,239,ARC,,,ARC,,38,,,,,,,,
LGARC#1139,"Gill, Robert W",Rendering with Pen+ Ink,,Thymes,2003,400,ARC,,,ARC,,12.95,,,,,,,,
LGARC#1140,"Laseau, R P",Freehand Sketching,,Paul Laseau,2004,112,ARC,,,ARC,,17.95,,,,,,,,
LGARC#1141,"Guerras, R P",Conceptual Architecture,,Corles Broto,1991,179,ARC,,,ARC,,45,,,,,,,,
LGARC#1142,,Visual Encyclopedia Architecture,,Pepin Press,2005,543,ARC,,,ARC,,25,,,,,,,,
LGARC#1143,"Marilka, A",Architecture in India,,Ombook,1999,169,ARC,,,ARC,,995,,,,,,,,
LGARC#1144,"Koch, E",Mughul Architecture,,Oxford Publication,2002,159,ARC,,,ARC,,750,,,,,,,,
LGARC#1145,"Linton, Harold",Protfolio Design,,Norten,2000,176,ARC,,,ARC,,34.95,,,,,,,,
LGARC#1146,"Grasbie, Michale J",Architecture for the Banks,,Images Pub,2003,224,ARC,,,ARC,,75,,,,,,,,
LGARC#1147,"Christopher, B",A-Z Encyclopedia of Garden Plants,,Dorking,1997,1080,ARC,,,ARC,,8.95,,,,,,,,
LGARC#1148,"George, Michell",Hindu Art and Architecture,,Thames,2000,224,ARC,,,ARC,,8.95,,,,,,,,
LGARC#1149,"Rao, M P",Urban Planning,,CBS,2001,211,ARC,,,ARC,,125,,,,,,,,
LGARC#1150,"Rao, M P",Urban Planning,,CBS,2001,211,ARC,,,ARC,,125,,,,,,,,
LGARC#1151,Dupont,Delhi Urban Space and Human Destinics,,Manohar,2000,261,ARC,,,ARC,,475,,,,,,,,
LGARC#1152,"Pramar, V S",Design Fundamentals in Architecture,,Somaiya,1999,270,ARC,,,ARC,,260,,,,,,,,
LGARC#1153,"Cole, F",The Grammer of Architecture,,Bulfinch,2002,352,ARC,,,ARC,,829,,,,,,,,
LGARC#1154,,Urban Space,,Visual Ref Pub,2004,328,ARC,,,ARC,,55,,,,,,,,
LGARC#1155,"Heinz, Thomas A",Public Buildings,,Grange Books,2002,80,ARC,,,ARC,,15,,,,,,,,
LGARC#1156,"Kumar, Anuradha",Coservation of Buildings Stones,,INTECH,2001,229,ARC,,,ARC,,1600,,,,,,,,
LGARC#1157,"Margolius,Ivon",Automobiles by Architects,,Wiley Publication,2000,160,ARC,,,ARC,,1837.7,,,,,,,,
LGARC#1158,"Stierlin, Henri",The Maja: Places and Pyramidst of the rinforest,,Taschen,2001,234,ARC,,,ARC,,1305.85,,,,,,,,
LGARC#1159,"Taj, Maggie",The Architect +Women in Contemporary Architecture,,Images Pub,2001,184,ARC,,,ARC,,2297.7,,,,,,,,
LGARC#1160,"Grice, Gordan",The Art of Architectural illustration,,Rockport,1998,269,ARC,,,ARC,,2760,,,,,,,,
LGARC#1161,franklaywrighta,Wright Sized houses,,Thames,2003,159,ARC,,,ARC,,1737.65,,,,,,,,
LGARC#1162,"Lynch, Kebin",The Image of the City,,The Mit press,1960,194,ARC,,,ARC,,1741.12,,,,,,,,
LGARC#1163,"Allen, Edward",How Buildings work,,Oxford Publication,1995,245,ARC,,,ARC,,1837.7,,,,,,,,
LGARC#1164,"Stierlin, Henri",Islam From Baghda to Cordoba,,Taschen,2002,240,ARC,,,ARC,,1505.84,,,,,,,,
LGARC#1165,-,1000 Architect A-J vol-I,,Paul Lathan,2004,298,ARC,,,ARC,,2168,,,,,,,,
LGARC#1166,-,1000 Architect K-Z vol-II,,Paul Lathan,2004,579,ARC,,,ARC,,2168,,,,,,,,
LGARC#1167,"Lazenby, gina",Feng shui: hase,,Canran,1999,160,ARC,,,ARC,,1240.52,,,,,,,,
LGARC#1168,"Blanc, Alan",Landscape Construction & Detailing,,Banstford,1996,210,ARC,,,ARC,,4267.9,,,,,,,,
LGARC#1169,"Colouhan, IAN",Urban Regeneration,,Banstford,1995,176,ARC,,,ARC,,4355.25,,,,,,,,
LGARC#1170,-,Educational Facilities,,Meisei,1966,224,ARC,,,ARC,,1800,,,,,,,,
LGARC#1171,Kurtich/Eakin,Interior Architecture,,VNR,1993,484p,ARC,,,ARC,,3266.25,,,,,,,,
LGARC#1172,"Banz, Hans.",Building Construction Details,,CBS,2001,272,ARC,,,ARC,,150,,,,,,,,
LGARC#1173,"Banz, Hans.",Building Construction Details,,CBS,2001,272,ARC,,,ARC,,150,,,,,,,,
LGARC#1174,"Banz, Hans.",Building Construction Details,,CBS,2001,272,ARC,,,ARC,,150,,,,,,,,
LGARC#1175,Ambrose James,Building Construction Inferior System,,CBS,1997,155,ARC,,,ARC,,495,,,,,,,,
LGARC#1176,Ambrose James,Building Construction Enclosure Systems,,CBS,1997,185,ARC,,,ARC,,495,,,,,,,,
LGARC#1177,Ganguly J.B.,Urbanization And Development In North - East India,,Deep&Deep,1995,302,ARC,,,ARC,,320,,,,,,,,
LGARC#1178,"Bhasim, Reena",Urban Poverty And Urbanization,,Deep&Deep,2001,435,ARC,,,ARC,,990,,,,,,,,
LGARC#1179,"Goel, B.B.",Project Management,,Deep&Deep,2004,496,ARC,,,ARC,,650,,,,,,,,
LGARC#1180,"Diwan, Pareg",Quality In Totaliby,,Deep&Deep,2003,206,ARC,,,ARC,,320,,,,,,,,
LGARC#1181,"Dubey, V.P.",Urban Development Administration,,Deep&Deep,1990,264,ARC,,,ARC,,250,,,,,,,,
LGARC#1182,"Goel, S.L,",Urban Development Management,,Deep&Deep,2002,429,ARC,,,ARC,,680,,,,,,,,
LGARC#1183,Hayra Chaudhary,WorkShop Technology,,Media,2000,653,ARC,,,ARC,,175,,,,,,,,
LGARC#1184,Hayra Chaudhary,WorkShop Technology,,Media,2001,690,ARC,,,ARC,,175,,,,,,,,
LGARC#1185,Chandra,Project,,Tata McGraw Hill,2002,745,ARC,,,ARC,,375,,,,,,,,
LGARC#1186,Chandra,Project,,Tata McGraw Hill,2002,745,ARC,,,ARC,,375,,,,,,,,
LGARC#1187,"Saigal, Omesh",Problems And Prospects Of Industrial Developing,,Mittel,1994,300,ARC,,,ARC,,395,,,,,,,,
LGARC#1188,"Huda, Manirul",Urbanisation In India,,Mittel,1990,230,ARC,,,ARC,,200,,,,,,,,
LGARC#1189,"Basu, Ashok Ranjan",Urban Saualter Having In Third World,,Mittel,1988,316,ARC,,,ARC,,300,,,,,,,,
LGARC#1190,Singh P.P.,Urban Studies,,Mittel,1988,272,ARC,,,ARC,,200,,,,,,,,
LGARC#1191,"Raju, R. Satya",Unorgnised Sector In India,,Mittel,1989,278,ARC,,,ARC,,160,,,,,,,,
LGARC#1192,"Mohan,H",The world Of Walled Cities,,Mittel,1992,124,ARC,,,ARC,,400,,,,,,,,
LGARC#1193,singh J.P.,City Planning In India,,Mittel,1998,153,ARC,,,ARC,,350,,,,,,,,
LGARC#1194,"Jain, J.L.",Development And Structure Of An Urban System,,Mittel,1994,208,ARC,,,ARC,,375,,,,,,,,
LGARC#1195,"Lal, SheoKumar",Development Of Underdevlop Region,,Mittel,1991,214,ARC,,,ARC,,250,,,,,,,,
LGARC#1196,Singh S.N,Development And Underdevlop Of An Industrial Town,,Mittel,1990,227,ARC,,,ARC,,210,,,,,,,,
LGARC#1197,Mittel A.C.,Planning For Urban And Economic Developing,,Mittel,2001,360,ARC,,,ARC,,700,,,,,,,,
LGARC#1198,Mittel A.C.,Planning For Urban And Economic Developing,,Mittel,2001,361-614,ARC,,,ARC,,,,,,,,,,
LGARC#1199,"Mahajan, V.S.",Transport Planning Policy And Development,,Deep&Deep,1991,440,ARC,,,ARC,,400,,,,,,,,
LGARC#1200,"Miglani, O.P.",Urban Having In Developing Economy,,Deep&Deep,1992,199,ARC,,,ARC,,200,,,,,,,,
LGARC#1201,Hammer,Water And Wastewater Technology,,Prentice Hall of India,2001,536,ARC,,,ARC,,350,,,,,,,,
LGARC#1202,"Mende,Kadru",Lighting Design,,Rikuyasha,2005,207,ARC,,,ARC,,2880,,,,,,,,
LGARC#1203,"Adber, Devid",Metric Handbook Planning And Design data,,Elesiver,2004,207,ARC,,,ARC,,1600,,,,,,,,
LGARC#1204,"Chan, Bernard",Theatrer Launched Architecture,,,2004,223,ARC,,,ARC,,2760,,,,,,,,
LGARC#1205,"Jadido, Prentice Hall of Indialip",Piano Renzo Piano Building Workshop1966to2005,,Tachen,1966,528,ARC,,,ARC,,5775,,,,,,,,
LGARC#1206,"Jadido, Prentice Hall of Indialip",Ando Complete Work,,Tachen,1966,491,ARC,,,ARC,,5775,,,,,,,,
LGARC#1207,"Gill, Robert W.",Rendring With Pen+ink,,Thames,2003,400,ARC,,,ARC,,1338,,,,,,,,
LGARC#1208,-,Trends of Interior Office,,Shanghil,2004,174,ARC,,,ARC,,1756,,,,,,,,
LGARC#1209,Yea Roger,Corporate Interior No.-6,,Vishal Pub.,2005,303,ARC,,,ARC,,2752,,,,,,,,
LGARC#1210,-,Good Ideas Pools,,HBI,2002,327,ARC,,,ARC,,1200,,,,,,,,
LGARC#1211,Skinner Tina,Pools Pation And Fabulous Outdoor Living,,Lawer Vally Ching,2004,253,ARC,,,ARC,,3125,,,,,,,,
LGARC#1212,"Walson, Donald",Time Saver Standard Publication For Architectured Design,,Mcgraw Hill,2005,-,ARC,,,ARC,,5775,,,,,,,,
LGARC#1213,"De Chiara, Joshep",Time Saver Standard Publication for Building Type,,Mcgraw Hill,2001,1005,ARC,,,ARC,,469,,,,,,,,
LGARC#1214,Neufert,Architecture Data,,Look Well,1997,433,ARC,,,ARC,,1650,,,,,,,,
LGARC#1215,"Parmar, V.S.",Design Fundamentals In Architecture,,Sumaiya,1997,270,ARC,,,ARC,,260,,,,,,,,
LGARC#1216,"Parmar, V.S.",Design Fundamentals In Architecture,,Sumaiya,1997,270,ARC,,,ARC,,260,,,,,,,,
LGARC#1217,Punmia B.C.,Building Construction,,Laxmi Publication,2005,832,ARC,,,ARC,,195,,,,,,,,
LGARC#1218,Punmia B.C.,Building Construction,,Laxmi Publication,2005,832,ARC,,,ARC,,195,,,,,,,,
LGARC#1219,"Sharma, Sangeet",Architecture Aesthetion,,Abhishek Pub.,2005,117,ARC,,,ARC,,695,,,,,,,,
LGARC#1220,"Purvis, Linda,Lee",Stone Style,,Storey Books,2001,152,ARC,,,ARC,,1245.09,,,,,,,,
LGARC#1221,"Rich, Peter",Principles Of Elements Design,,Architectural Press,1999,168,ARC,,,ARC,,1568.49,,,,,,,,
LGARC#1222,Schlaich,Leicht Weil Light Structures,,Frestel,,317,ARC,,,ARC,,3460.8,,,,,,,,
LGARC#1223,"Swirnofs, Ion",The Colour Of Cities,,Mcgraw Hill,2000,228,ARC,,,ARC,,1383.69,,,,,,,,
LGARC#1224,"Birdie, G.S.",T.B. Of Estimating And Costing,,Dhanpat Rai,2005,1082,ARC,,,ARC,,180,,,,,,,,
LGARC#1225,"Birdie, G.S.",T.B. Of Estimating And Costing,,Dhanpat Rai,2005,1082,ARC,,,ARC,,180,,,,,,,,
LGARC#1226,"Herjog, Thamas",Solar Energy In Architecture And Urban Planning,,Prestel,1998,253,ARC,,,ARC,,42,,,,,,,,
LGARC#1227,Barry,The Construction Of Building,,East West Press.,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1228,Barry,The Construction Of Building,,East West Press.,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1229,Barry,The Construction Of Building,,East West Press.,1999,117,ARC,,,ARC,,120,,,,,,,,
LGARC#1230,Barry,The Construction Of Building,,East West Press.,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#1231,Barry,The Construction Of Building,,East West Press.,1999,173,ARC,,,ARC,,120,,,,,,,,
LGARC#1232,Barry,The Construction Of Building,,East West Press.,1998,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1233,Barry,The Construction Of Building,,East West Press.,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1234,Barry,The Construction Of Building,,East West Press.,1999,117,ARC,,,ARC,,120,,,,,,,,
LGARC#1235,Barry,The Construction Of Building,,East West Press.,1999,178,ARC,,,ARC,,120,,,,,,,,
LGARC#1236,Barry,The Construction Of Building,,East West Press.,1999,173,ARC,,,ARC,,120,,,,,,,,
LGARC#1237,Barry,The Construction Of Building,,East West Press.,1998,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1238,Barry,The Construction Of Building,,East West Press.,1999,192,ARC,,,ARC,,120,,,,,,,,
LGARC#1239,Barry,The Construction Of Building,,East West Press.,1999,117,ARC,,,ARC,,120,,,,,,,,
