barcode,author,title,volume,publisher,copyrightYear,Pages,classificationNumber,language,stockhead,issueinglibrary,subject,price,currency,billdate,billnumber,bookcategory,section,booktype,SourceofPurchase,lostStatus
SC003240,"Duggal, S.K.",Surveying Vol-I,,Tata McGraw Hill,1999,662,624,eng,SCGRANT,SCGRANT,Civil Engineering,130,INR,11/21/2001,1723,BK,General Section,NFIC,APS,
SC003241,"Khurmi, R.S.",Engineering mechanics,,S.Chand Publication,2001,840,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,155,INR,11/21/2001,1723,BK,General Section,NFIC,APS,
SC003242,Galvin,Operating Systems Concepts,,J.Willey Publication,2000,888,4,eng,SCGRANT,SCGRANT,Computer Science,456.3,INR,11/21/2001,1723,BK,General Section,NFIC,APS,
SC003243,Wadhwa C.L.,Electronic Power Systems,,New Age Publication,2001,836,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,250,INR,11/21/2001,1723,BK,General Section,NFIC,APS,
SC003244,Jain.M.K.,Numerical Method For Scientific & Engineering & Computation,,New Age Publication,2000,454,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,185,INR,11/21/2001,1723,BK,General Section,NFIC,APS,
SC003245,Avadhanulu,Engineerign Physics,,S.Chand Publication,2001,857,4,eng,SCGRANT,SCGRANT,Applied Science,200,INR,11/21/2001,1723,BK,General Section,NFIC,APS,
SC003246,Millman,Pulse Digital And Switching Waveforms,,Tata McGraw Hill,2000,958,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,270,INR,11/21/2001,1723,BK,General Section,NFIC,APS,
SC003247,Millman,Integrated Electronics,,Tata McGraw Hill,2001,910,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,245,INR,11/21/2001,1723,BK,General Section,NFIC,APS,
SC003248,Tanenbaum A.,Data Structure Using C And C++,,Prentice Hall of India,2000,672,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003249,Tanenbaum A.,Data Structure Using C And C++,,Prentice Hall of India,2000,672,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003250,Tanenbaum A.,Data Structure Using C And C++,,Prentice Hall of India,2000,672,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003251,Tanenbaum A.,Data Structure Using C And C++,,Prentice Hall of India,2000,632,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003252,Tanenbaum A.,Data Structure Using C And C++,,Prentice Hall of India,2000,632,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003253,Tanenbaum A.,Data Structure Using C And C++,,Prentice Hall of India,2000,632,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003254,Tanenbaum A.,Data Structure Using C And C++,,Prentice Hall of India,2000,632,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003255,Tanenbaum A.,Data Structure Using C And C++,,Prentice Hall of India,2000,632,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003256,Tanenbaum A.,Data Structure Using C And C++,,Prentice Hall of India,2000,632,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003257,Tanenbaum A.,Data Structure Using C And C++,,Prentice Hall of India,2000,632,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003258,Kruse R.L.,Data Structure 2 Programm Design In C,,Prentice Hall of India,2001,525,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003259,Kruse R.L.,Data Structure 2 Programm Design In C,,Prentice Hall of India,2001,525,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003260,Kruse R.L.,Data Structure 2 Programm Design In C,,Prentice Hall of India,2001,525,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003261,Kruse R.L.,Data Structure 2 Programm Design In C,,Prentice Hall of India,2001,525,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003262,Kruse R.L.,Data Structure 2 Programm Design In C,,Prentice Hall of India,2001,525,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,12-05-2001,1777,Reference,Reference Section,NFIC,APS,
SC003263,Kruse R.L.,Data Structure 2 Programm Design In C,,Prentice Hall of India,2001,525,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003264,Kruse R.L.,Data Structure 2 Programm Design In C,,Prentice Hall of India,2001,525,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003265,Kruse R.L.,Data Structure 2 Programm Design In C,,Prentice Hall of India,2001,525,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003266,Kruse R.L.,Data Structure 2 Programm Design In C,,Prentice Hall of India,2001,525,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003267,Kruse R.L.,Data Structure 2 Programm Design In C,,Prentice Hall of India,2001,525,4,eng,SCGRANT,SCGRANT,Computer Science,175,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003268,O'Nel.,Data Basic Principles Programming & Perform,,Harcout,2001,870,4,eng,SCGRANT,SCGRANT,Computer Science,400,INR,12-05-2001,1777,Reference,Reference Section,NFIC,APS,
SC003269,O'Nel.,Data Basic Principles Programming & Perform,,Harcout,2001,870,4,eng,SCGRANT,SCGRANT,Computer Science,400,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003270,Dhamdhere D.M.,System Programming & Operating Systems,,Tata McGraw Hill,2000,658,4,eng,SCGRANT,SCGRANT,Computer Science,240,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003271,Dhamdhere D.M.,System Programming & Operating Systems,,Tata McGraw Hill,2000,658,4,eng,SCGRANT,SCGRANT,Computer Science,240,INR,12-05-2001,1777,Reference,Reference Section,NFIC,APS,
SC003272,Dhamdhere D.M.,System Programming & Operating Systems,,Tata McGraw Hill,2000,658,4,eng,SCGRANT,SCGRANT,Computer Science,240,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003273,Dhamdhere D.M.,System Programming & Operating Systems,,Tata McGraw Hill,2000,658,4,eng,SCGRANT,SCGRANT,Computer Science,240,INR,12-05-2001,1777,BK,General Section,NFIC,APS,3
SC003274,Dhamdhere D.M.,System Programming & Operating Systems,,Tata McGraw Hill,2000,658,4,eng,SCGRANT,SCGRANT,Computer Science,240,INR,12-05-2001,1777,BK,General Section,NFIC,APS,3
SC003275,Raj/Bhurchand,Advanced Microprocessing Peripheral,,Tata McGraw Hill,2001,666,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003276,Raj/Bhurchand,Advanced Microprocessing Peripheral,,Tata McGraw Hill,2001,666,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003277,Raj/Bhurchand,Advanced Microprocessing Peripheral,,Tata McGraw Hill,2001,666,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003278,Raj/Bhurchand,Advanced Microprocessing Peripheral,,Tata McGraw Hill,2001,666,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003279,Raj/Bhurchand,Advanced Microprocessing Peripheral,,Tata McGraw Hill,2001,666,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003280,Raj/Bhurchand,Advanced Microprocessing Peripheral,,Tata McGraw Hill,2001,666,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,3
SC003281,Raj/Bhurchand,Advanced Microprocessing Peripheral,,Tata McGraw Hill,2001,666,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003282,Raj/Bhurchand,Advanced Microprocessing Peripheral,,Tata McGraw Hill,2001,666,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003283,Raj/Bhurchand,Advanced Microprocessing Peripheral,,Tata McGraw Hill,2001,666,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003284,Raj/Bhurchand,Advanced Microprocessing Peripheral,,Tata McGraw Hill,2001,666,4,eng,SCGRANT,SCGRANT,Computer Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003285,Rafiquzyman,Modern Computer Architecture,,Galgotia Publication,2001,410,4,eng,SCGRANT,SCGRANT,Computer Science,125,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003286,Rafiquzyman,Modern Computer Architecture,,Galgotia Publication,2001,410,4,eng,SCGRANT,SCGRANT,Computer Science,125,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003287,Dwivedi,Managerial Economics,,Vikas Publication,2001,779,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,12-05-2001,1777,Reference,Reference Section,NFIC,APS,
SC003288,Dwivedi,Managerial Economics,,Vikas Publication,2001,779,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003289,Dwivedi,Managerial Economics,,Vikas Publication,2001,779,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003290,Dwivedi,Managerial Economics,,Vikas Publication,2001,779,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003291,"Pandey,I.M.",Financial Management,,Vikas Publication,2001,1226,600,eng,SCGRANT,SCGRANT,Applied Science,300,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003292,"Pandey,I.M.",Financial Management,,Vikas Publication,2001,1226,600,eng,SCGRANT,SCGRANT,Applied Science,300,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003293,"Tremblay, J.P.",Discrete Mathematics Structure With Application To Computer Science,,Tata McGraw Hill,2000,606,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003294,"Tremblay, J.P.",Discrete Mathematics Structure With Application To Computer Science,,Tata McGraw Hill,2000,606,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003295,"Tremblay, J.P.",Discrete Mathematics Structure With Application To Computer Science,,Tata McGraw Hill,2000,606,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003296,"Tremblay, J.P.",Discrete Mathematics Structure With Application To Computer Science,,Tata McGraw Hill,2000,606,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003297,"Tremblay, J.P.",Discrete Mathematics Structure With Application To Computer Science,,Tata McGraw Hill,2000,606,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003298,"Tremblay, J.P.",Discrete Mathematics Structure With Application To Computer Science,,Tata McGraw Hill,2000,606,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003299,"Tremblay, J.P.",Discrete Mathematics Structure With Application To Computer Science,,Tata McGraw Hill,2000,606,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003300,"Tremblay, J.P.",Discrete Mathematics Structure With Application To Computer Science,,Tata McGraw Hill,2000,606,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003301,"Tremblay, J.P.",Discrete Mathematics Structure With Application To Computer Science,,Tata McGraw Hill,2000,606,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003302,"Tremblay, J.P.",Discrete Mathematics Structure With Application To Computer Science,,Tata McGraw Hill,2000,606,600,eng,SCGRANT,SCGRANT,Applied Science,250,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003303,Lipschatz,Discrete Mathmatics,,Tata McGraw Hill,2000,528,600,eng,SCGRANT,SCGRANT,Applied Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003304,Lipschatz,Discrete Mathmatics,,Tata McGraw Hill,2000,528,600,eng,SCGRANT,SCGRANT,Applied Science,225,INR,12-05-2001,1777,Reference,Reference Section,NFIC,APS,
SC003305,Lipschatz,Discrete Mathmatics,,Tata McGraw Hill,2000,528,600,eng,SCGRANT,SCGRANT,Applied Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003306,Lipschatz,Discrete Mathmatics,,Tata McGraw Hill,2000,528,600,eng,SCGRANT,SCGRANT,Applied Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003307,Lipschatz,Discrete Mathmatics,,Tata McGraw Hill,2000,528,600,eng,SCGRANT,SCGRANT,Applied Science,225,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003308,Lin.,Elements Discrete Mathematics,,Tata McGraw Hill,2001,435,600,eng,SCGRANT,SCGRANT,Applied Science,175,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003309,Lin.,Elements Discrete Mathematics,,Tata McGraw Hill,2001,435,600,eng,SCGRANT,SCGRANT,Applied Science,175,INR,12-05-2001,1777,BK,General Section,NFIC,APS,
SC003310,Patel R.B.,Expert Data Structures With C,,Khanna Publication,2000,675,4,eng,SCGRANT,SCGRANT,Computer Science,295,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003311,Patel R.B.,Expert Data Structures With C,,Khanna Publication,2000,675,4,eng,SCGRANT,SCGRANT,Computer Science,295,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003312,Patel R.B.,Expert Data Structures With C,,Khanna Publication,2000,675,4,eng,SCGRANT,SCGRANT,Computer Science,295,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003313,Patel R.B.,Expert Data Structures With C,,Khanna Publication,2000,675,4,eng,SCGRANT,SCGRANT,Computer Science,295,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003314,Patel R.B.,Expert Data Structures With C,,Khanna Publication,2000,675,4,eng,SCGRANT,SCGRANT,Computer Science,295,INR,12-05-2001,1776,Reference,Reference Section,NFIC,APS,
SC003315,Nutt G.,Operating Systems Projects Using Windows NT.,,Pearson Education,2000,227,4,eng,SCGRANT,SCGRANT,Computer Science,150,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003316,Nutt G.,Operating Systems Projects Using Windows NT.,,Pearson Education,2000,227,4,eng,SCGRANT,SCGRANT,Computer Science,150,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003317,Korth,Discrete Systems Concepts,,McGraw Hill,1997,821,4,eng,SCGRANT,SCGRANT,Computer Science,329.57,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003318,Korth,Discrete Systems Concepts,,McGraw Hill,1997,821,4,eng,SCGRANT,SCGRANT,Computer Science,329.57,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003319,Korth,Discrete Systems Concepts,,McGraw Hill,1997,821,4,eng,SCGRANT,SCGRANT,Computer Science,329.57,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003320,Korth,Discrete Systems Concepts,,McGraw Hill,1997,821,4,eng,SCGRANT,SCGRANT,Computer Science,329.57,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003321,Korth,Discrete Systems Concepts,,McGraw Hill,1997,821,4,eng,SCGRANT,SCGRANT,Computer Science,329.57,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003322,Korth,Discrete Systems Concepts,,McGraw Hill,1997,821,4,eng,SCGRANT,SCGRANT,Computer Science,329.57,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003323,Korth,Discrete Systems Concepts,,McGraw Hill,1997,821,4,eng,SCGRANT,SCGRANT,Computer Science,329.57,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003324,Korth,Discrete Systems Concepts,,McGraw Hill,1997,821,4,eng,SCGRANT,SCGRANT,Computer Science,329.57,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003325,Korth,Discrete Systems Concepts,,McGraw Hill,1997,821,4,eng,SCGRANT,SCGRANT,Computer Science,329.57,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003326,Korth,Discrete Systems Concepts,,McGraw Hill,1997,821,4,eng,SCGRANT,SCGRANT,Computer Science,329.57,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003327,Basundhara S.K.,Computer Today,,Galgotia Publication,2001,1448,4,eng,SCGRANT,SCGRANT,Computer Science,340,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003328,Basundhara S.K.,Computer Today,,Galgotia Publication,2001,1448,4,eng,SCGRANT,SCGRANT,Computer Science,340,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003329,Basundhara S.K.,Computer Today,,Galgotia Publication,2001,1448,4,eng,SCGRANT,SCGRANT,Computer Science,340,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003330,Basundhara S.K.,Computer Today,,Galgotia Publication,2001,1448,4,eng,SCGRANT,SCGRANT,Computer Science,340,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003331,Basundhara S.K.,Computer Today,,Galgotia Publication,2001,1448,4,eng,SCGRANT,SCGRANT,Computer Science,340,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003332,Basundhara S.K.,Computer Today,,Galgotia Publication,2001,1448,4,eng,SCGRANT,SCGRANT,Computer Science,340,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003333,Basundhara S.K.,Computer Today,,Galgotia Publication,2001,1448,4,eng,SCGRANT,SCGRANT,Computer Science,340,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003334,Basundhara S.K.,Computer Today,,Galgotia Publication,2001,1448,4,eng,SCGRANT,SCGRANT,Computer Science,340,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003335,Basundhara S.K.,Computer Today,,Galgotia Publication,2001,1448,4,eng,SCGRANT,SCGRANT,Computer Science,340,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003336,Basundhara S.K.,Computer Today,,Galgotia Publication,2001,1448,4,eng,SCGRANT,SCGRANT,Computer Science,340,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003337,Desai B.C.,An Introduction To Database Systems,,Galgotia Publication,2001,820,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003338,Desai B.C.,An Introduction To Database Systems,,Galgotia Publication,2001,820,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003339,Desai B.C.,An Introduction To Database Systems,,Galgotia Publication,2001,820,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003340,Desai B.C.,An Introduction To Database Systems,,Galgotia Publication,2001,820,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003341,Desai B.C.,An Introduction To Database Systems,,Galgotia Publication,2001,820,4,eng,SCGRANT,SCGRANT,Computer Science,320,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003342,Silberchatz,Operating Systems Concepts,,John Willey Publication,2002,887,4,eng,SCGRANT,SCGRANT,Computer Science,450,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003343,Silberchatz,Operating Systems Concepts,,John Willey Publication,2002,887,4,eng,SCGRANT,SCGRANT,Computer Science,450,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003344,Silberchatz,Operating Systems Concepts,,John Willey Publication,2002,887,4,eng,SCGRANT,SCGRANT,Computer Science,450,INR,12-05-2001,1776,Reference,Reference Section,NFIC,APS,
SC003345,Silberchatz,Operating Systems Concepts,,John Willey Publication,2002,887,4,eng,SCGRANT,SCGRANT,Computer Science,450,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003346,Silberchatz,Operating Systems Concepts,,John Willey Publication,2002,887,4,eng,SCGRANT,SCGRANT,Computer Science,450,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003347,Silberchatz,Operating Systems Concepts,,John Willey Publication,2002,887,4,eng,SCGRANT,SCGRANT,Computer Science,450,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003348,Silberchatz,Operating Systems Concepts,,John Willey Publication,2002,887,4,eng,SCGRANT,SCGRANT,Computer Science,450,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003349,Silberchatz,Operating Systems Concepts,,John Willey Publication,2002,887,4,eng,SCGRANT,SCGRANT,Computer Science,450,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003350,Silberchatz,Operating Systems Concepts,,John Willey Publication,2002,887,4,eng,SCGRANT,SCGRANT,Computer Science,450,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003351,Silberchatz,Operating Systems Concepts,,John Willey Publication,2002,887,4,eng,SCGRANT,SCGRANT,Computer Science,450,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003352,"Shnier, M.",Computer Dictionary,,Prentice Hall of India,2001,798,4,eng,SCGRANT,SCGRANT,Computer Science,295,INR,12-05-2001,1776,Reference,Reference Section,NFIC,APS,
SC003353,"Shnier, M.",Computer Dictionary,,Prentice Hall of India,2001,798,4,eng,SCGRANT,SCGRANT,Computer Science,295,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003354,Jain.V.K.,Advanced Data Base Management System,,CTP,2001,663,4,eng,SCGRANT,SCGRANT,Computer Science,295,INR,12-05-2001,1776,BK,General Section,NFIC,APS,
SC003355,Jain.V.K.,Advanced Data Base Management System,,CTP,2001,663,4,eng,SCGRANT,SCGRANT,Computer Science,295,INR,12-05-2001,1776,BK,General Section,NFIC,APS,3
