barcode,author,title,volume,publisher,copyrightYear,Pages,classificationNumber,language,stockhead,issueinglibrary,subject,price,currency,billdate,billnumber,bookcategory,section,booktype,SourceofPurchase,lostStatus
SC007630,"Khanna Publication, O.P.",Industrial Engineering and Management,,Dhanpat Rai,2003,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007631,"Khanna Publication, O.P.",Industrial Engineering and Management,,Dhanpat Rai,2003,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007632,"Khanna Publication, O.P.",Industrial Engineering and Management,,Dhanpat Rai,2003,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007633,"Khanna Publication, O.P.",Industrial Engineering and Management,,Dhanpat Rai,2003,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007634,"Khanna Publication, O.P.",Industrial Engineering and Management,,Dhanpat Rai,2003,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007635,"Khanna Publication, O.P.",Industrial Engineering and Management,,Dhanpat Rai,2003,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007636,"Khanna Publication, O.P.",Industrial Engineering and Management,,Dhanpat Rai,2003,-,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,275,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007637,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007638,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007639,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007640,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007641,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007642,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007643,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007644,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007645,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007646,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007647,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007648,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007649,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007650,"Mote, V.L.",Managerial Economics,,Tata McGraw Hill,2002,354,620.1,eng,SCGRANT,SCGRANT,Mechanical Engineering,130,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007651,"Singh, S.N",Power Electronics,,Dhanpat Rai,2002,10.74,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,165,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007652,"Singh, S.N",Power Electronics,,Dhanpat Rai,2002,10.74,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,165,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007653,"Singh, S.N",Power Electronics,,Dhanpat Rai,2002,10.74,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,165,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007654,"Singh, S.N",Power Electronics,,Dhanpat Rai,2002,10.74,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,165,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007655,"Singh, S.N",Power Electronics,,Dhanpat Rai,2002,10.74,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,165,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007656,"Singh, S.N",Power Electronics,,Dhanpat Rai,2002,10.74,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,165,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007657,"Singh, S.N",Power Electronics,,Dhanpat Rai,2002,10.74,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,165,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007658,"Singh, S.N",Power Electronics,,Dhanpat Rai,2002,10.74,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,165,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007659,"Van Valkenburg , M",Network Analysis,,Prentice Hall of India,2002,577,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007660,"Van Valkenburg , M",Network Analysis,,Prentice Hall of India,2002,577,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007661,"Van Valkenburg , M",Network Analysis,,Prentice Hall of India,2002,577,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007662,"Van Valkenburg , M",Network Analysis,,Prentice Hall of India,2002,577,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007663,"Van Valkenburg , M",Network Analysis,,Prentice Hall of India,2002,577,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007664,"Van Valkenburg , M",Network Analysis,,Prentice Hall of India,2002,577,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,302,BK,General Section,NFIC,UBD,3
SC007665,"Van Valkenburg , M",Network Analysis,,Prentice Hall of India,2002,577,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007666,"Van Valkenburg , M",Network Analysis,,Prentice Hall of India,2002,577,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007667,"Van Valkenburg , M",Network Analysis,,Prentice Hall of India,2002,577,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007668,"Van Valkenburg , M",Network Analysis,,Prentice Hall of India,2002,577,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,195,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007669,"Sawhney, A.K.",Instrumentation & Measurement,,Dhanpat Rai,2002,13.24,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,135,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007670,"Sawhney, A.K.",Instrumentation & Measurement,,Dhanpat Rai,2002,13.24,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,135,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007671,"Sawhney, A.K.",Instrumentation & Measurement,,Dhanpat Rai,2002,13.24,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,135,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007672,"Sawhney, A.K.",Instrumentation & Measurement,,Dhanpat Rai,2002,13.24,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,135,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007673,"Sawhney, A.K.",Instrumentation & Measurement,,Dhanpat Rai,2002,13.24,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,135,INR,10/14/2002,302,Reference,Reference Section,NFIC,UBD,
SC007674,"Johnson,C.D.",Process Control Instrumentation Technology,,Prentice Hall of India,2002,694,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,10/14/2002,302,Reference,Reference Section,NFIC,UBD,
SC007675,"Johnson,C.D.",Process Control Instrumentation Technology,,Prentice Hall of India,2002,694,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007676,"Johnson,C.D.",Process Control Instrumentation Technology,,Prentice Hall of India,2002,694,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007677,"Johnson,C.D.",Process Control Instrumentation Technology,,Prentice Hall of India,2002,694,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007678,"Johnson,C.D.",Process Control Instrumentation Technology,,Prentice Hall of India,2002,694,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,295,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007679,"Khandpur ,R.S.",Handbook of Biomedical Instrumentation,,Tata McGraw Hill,2002,702,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,395,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007680,"Khandpur ,R.S.",Handbook of Biomedical Instrumentation,,Tata McGraw Hill,2002,702,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,395,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007681,"Khandpur ,R.S.",Handbook of Biomedical Instrumentation,,Tata McGraw Hill,2002,702,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,395,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007682,"Khandpur ,R.S.",Handbook of Biomedical Instrumentation,,Tata McGraw Hill,2002,702,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,395,INR,10/14/2002,302,BK,General Section,NFIC,UBD,
SC007683,"Khandpur ,R.S.",Handbook of Biomedical Instrumentation,,Tata McGraw Hill,2002,702,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,395,INR,10/14/2002,302,Reference,Reference Section,NFIC,UBD,
SC007684,"Sawhney, A.K.",Electrical and Electronic Measurement and Instrumentation,,Dhanpat Rai,2002,1542,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007685,"Sawhney, A.K.",Electrical and Electronic Measurement and Instrumentation,,Dhanpat Rai,2002,1542,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007686,"Sawhney, A.K.",Electrical and Electronic Measurement and Instrumentation,,Dhanpat Rai,2002,1542,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007687,"Sawhney, A.K.",Electrical and Electronic Measurement and Instrumentation,,Dhanpat Rai,2002,1542,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007688,"Sawhney, A.K.",Electrical and Electronic Measurement and Instrumentation,,Dhanpat Rai,2002,1542,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007689,"Sawhney, A.K.",Electrical and Electronic Measurement and Instrumentation,,Dhanpat Rai,2002,1542,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007690,"Sawhney, A.K.",Electrical and Electronic Measurement and Instrumentation,,Dhanpat Rai,2002,1542,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007691,"Sawhney, A.K.",Electrical and Electronic Measurement and Instrumentation,,Dhanpat Rai,2002,1542,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007692,"Sawhney, A.K.",Electrical and Electronic Measurement and Instrumentation,,Dhanpat Rai,2002,1542,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007693,"Sawhney, A.K.",Electrical and Electronic Measurement and Instrumentation,,Dhanpat Rai,2002,1542,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007694,"Chakrabarti,A.",Circuits Theory,,Dhanpat Rai,2003,1420,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007695,"Chakrabarti,A.",Circuits Theory,,Dhanpat Rai,2003,1420,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,Reference,Reference Section,NFIC,UBD,
SC007696,"Chakrabarti,A.",Circuits Theory,,Dhanpat Rai,2003,1420,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007697,"Chakrabarti,A.",Circuits Theory,,Dhanpat Rai,2003,1420,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007698,"Chakrabarti,A.",Circuits Theory,,Dhanpat Rai,2003,1420,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007699,"Chakrabarti,A.",Circuits Theory,,Dhanpat Rai,2003,1420,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007700,"Chakrabarti,A.",Circuits Theory,,Dhanpat Rai,2003,1420,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007701,"Chakrabarti,A.",Circuits Theory,,Dhanpat Rai,2003,1420,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007702,"Chakrabarti,A.",Circuits Theory,,Dhanpat Rai,2003,1420,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007703,"Chakrabarti,A.",Circuits Theory,,Dhanpat Rai,2003,1420,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,175,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007704,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007705,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007706,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007707,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,3
SC007708,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,3
SC007709,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007710,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007711,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007712,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007713,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007714,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007715,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007716,Nagrath/Kothari,Electric Machines,,Tata McGraw Hill,2002,778,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,225,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007717,"Rajaraman, V.",Digital Computer Design,,Prentice Hall of India,2002,522,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,150,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007718,"Rajaraman, V.",Digital Computer Design,,Prentice Hall of India,2002,522,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,150,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007719,Millman/Halkins,Integrated Electronics,,Tata McGraw Hill,2002,910,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007720,Millman/Halkins,Integrated Electronics,,Tata McGraw Hill,2002,910,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007721,Millman/Halkins,Integrated Electronics,,Tata McGraw Hill,2002,910,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007722,Millman/Halkins,Integrated Electronics,,Tata McGraw Hill,2002,910,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007723,Millman/Halkins,Integrated Electronics,,Tata McGraw Hill,2002,910,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007724,Millman/Halkins,Integrated Electronics,,Tata McGraw Hill,2002,910,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007725,Millman/Halkins,Integrated Electronics,,Tata McGraw Hill,2002,910,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007726,Millman/Halkins,Integrated Electronics,,Tata McGraw Hill,2002,910,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007727,Millman/Halkins,Integrated Electronics,,Tata McGraw Hill,2002,910,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,260,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007728,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8085,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007729,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8086,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007730,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8087,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007731,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8088,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007732,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8089,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007733,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8090,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007734,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8091,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007735,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8092,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007736,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8093,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007737,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8094,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007738,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8095,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007739,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8096,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007740,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8097,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007741,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8098,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007742,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8099,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007743,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8100,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007744,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8101,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007745,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8102,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007746,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8103,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007747,"Gaonkar, R.S.",Microprocessor Architecture Programming and Application with the 8104,,PRI,1999,788,621.38,eng,SCGRANT,SCGRANT,Electronics & Telecommunication Engineering,290,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007748,"Wadhwa, C.L.",Electrical Power Systems,,New Age Publication,2002,842,621.38,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007749,"Wadhwa, C.L.",Electrical Power Systems,,New Age Publication,2002,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007750,"Wadhwa, C.L.",Electrical Power Systems,,New Age Publication,2002,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007751,"Wadhwa, C.L.",Electrical Power Systems,,New Age Publication,2002,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007752,"Wadhwa, C.L.",Electrical Power Systems,,New Age Publication,2002,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007753,"Wadhwa, C.L.",Electrical Power Systems,,New Age Publication,2002,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
SC007754,"Wadhwa, C.L.",Electrical Power Systems,,New Age Publication,2002,842,621.3,eng,SCGRANT,SCGRANT,Electrical Engineering,250,INR,10/14/2002,301,BK,General Section,NFIC,UBD,
