barcode,author,title,volume,publisher,copyright,pages,classificationnumber,language,stockhead,issueinglibrary,subject,price,365$c(currency),923$d(billdate),923$n(billnumber),942$c(bookcategory),952$c(section),952$8(booktype),952$e(sourceofpurchase),952$1(loststatus)
SC##007537,"Jones, Barry E.",Instrumentation Measurement and Feedback,,Tata McGraw Hill,2000,283,,,,SCGRANT,,110,,,,,,,,
SC##007538,"Jones, Barry E.",Instrumentation Measurement and Feedback,,Tata McGraw Hill,2000,283,,,,SCGRANT,,110,,,,,,,,
SC##007539,Nagrath/Kothari,Power Systems Engineering,,Tata McGraw Hill,2002,838p,,,,SCGRANT,,240,,,,,,,,
SC##007540,Nagrath/Kothari,Power Systems Engineering,,Tata McGraw Hill,2002,838p,,,,SCGRANT,,240,,,,,,,,
SC##007541,Nagrath/Kothari,Power Systems Engineering,,Tata McGraw Hill,2002,838p,,,,SCGRANT,,240,,,,,,,,
SC##007542,Nagrath/Kothari,Power Systems Engineering,,Tata McGraw Hill,2002,838p,,,,SCGRANT,,240,,,,,,,,
SC##007543,Nagrath/Kothari,Power Systems Engineering,,Tata McGraw Hill,2002,838p,,,,SCGRANT,,240,,,,,,,,
SC##007544,Nagrath/Kothari,Power Systems Engineering,,Tata McGraw Hill,2002,838p,,,,SCGRANT,,240,,,,,,,,
SC##007545,Nagrath/Kothari,Power Systems Engineering,,Tata McGraw Hill,2002,838p,,,,SCGRANT,,240,,,,,,,,
SC##007546,Nagrath/Kothari,Power Systems Engineering,,Tata McGraw Hill,2002,838p,,,,SCGRANT,,240,,,,,,,,
SC##007547,Nagrath/Kothari,Power Systems Engineering,,Tata McGraw Hill,2002,838p,,,,SCGRANT,,240,,,,,,,,
SC##007548,Nagrath/Kothari,Power Systems Engineering,,Tata McGraw Hill,2002,838p,,,,SCGRANT,,240,,,,,,,,
SC##007549,Nagrath/Kothari,Power Systems Engineering,,Tata McGraw Hill,2002,838p,,,,SCGRANT,,240,,,,,,,,
SC##007550,"Longsdorf, A.S.",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666,,,,SCGRANT,,225,,,,,,,,
SC##007551,"Longsdorf, A.S.",Theory of Alternating Current Machines,,Tata McGraw Hill,2002,666,,,,SCGRANT,,225,,,,,,,,
SC##007552,"Marcoritz, Alan B.",Introduction to Logic Design,,Tata McGraw Hill,2002,572,,,,SCGRANT,,295,,,,,,,,
SC##007553,"Marcoritz, Alan B.",Introduction to Logic Design,,Tata McGraw Hill,2002,572,,,,SCGRANT,,295,,,,,,,,
SC##007554,"Marcoritz, Alan B.",Introduction to Logic Design,,Tata McGraw Hill,2002,572,,,,SCGRANT,,295,,,,,,,,
SC##007555,"Marcoritz, Alan B.",Introduction to Logic Design,,Tata McGraw Hill,2002,572,,,,SCGRANT,,295,,,,,,,,
SC##007556,"Nasar, Syed A.",Electric Machines and Power System,,Tata McGraw Hill,2002,410,,,,SCGRANT,,195,,,,,,,,
SC##007557,"Nasar, Syed A.",Electric Machines and Power System,,Tata McGraw Hill,2002,410,,,,SCGRANT,,195,,,,,,,,
SC##007558,"Nasar, Syed A.",Electric Machines and Power System,,Tata McGraw Hill,2002,410,,,,SCGRANT,,195,,,,,,,,
SC##007559,"Nasar, Syed A.",Electric Machines and Power System,,Tata McGraw Hill,2002,410,,,,SCGRANT,,195,,,,,,,,
SC##007560,"Nasar, Syed A.",Electric Machines and Power System,,Tata McGraw Hill,2002,410,,,,SCGRANT,,195,,,,,,,,
SC##007561,"Nasar, Syed A.",Electric Machines and Power System,,Tata McGraw Hill,2002,410,,,,SCGRANT,,195,,,,,,,,
SC##007562,"Mano, Morris M",Digital Logic and Computer Design,,Prentice Hall of India,2002,612,,,,SCGRANT,,195,,,,,,,,
SC##007563,"Mano, Morris M",Digital Logic and Computer Design,,Prentice Hall of India,2002,612,,,,SCGRANT,,195,,,,,,,,
SC##007564,"Mano, Morris M",Digital Logic and Computer Design,,Prentice Hall of India,2002,612,,,,SCGRANT,,195,,,,,,,,
SC##007565,Sauer/Pai,Power Systems Dynamics and Stability,,Pearson Education,2002,357,,,,SCGRANT,,250,,,,,,,,
SC##007566,Sauer/Pai,Power Systems Dynamics and Stability,,Pearson Education,2002,357,,,,SCGRANT,,250,,,,,,,,
SC##007567,"Johnson , Curtis D.",Process Control Instrumentation Technology,,Prentice Hall of India,2002,694,,,,SCGRANT,,295,,,,,,,,
SC##007568,"Johnson , Curtis D.",Process Control Instrumentation Technology,,Prentice Hall of India,2002,694,,,,SCGRANT,,295,,,,,,,,
SC##007569,"Johnson , Curtis D.",Process Control Instrumentation Technology,,Prentice Hall of India,2002,694,,,,SCGRANT,,295,,,,,,,,
SC##007570,"Johnson , Curtis D.",Process Control Instrumentation Technology,,Prentice Hall of India,2002,694,,,,SCGRANT,,295,,,,,,,,
SC##007571,"Johnson , Curtis D.",Process Control Instrumentation Technology,,Prentice Hall of India,2002,694,,,,SCGRANT,,295,,,,,,,,
SC##007572,Ogata,Modern Control Engineering,,Prentice Hall of India,2001,997,,,,SCGRANT,,295,,,,,,,,
SC##007573,Ogata,Modern Control Engineering,,Prentice Hall of India,2001,997,,,,SCGRANT,,295,,,,,,,,
SC##007574,Ogata,Modern Control Engineering,,Prentice Hall of India,2001,997,,,,SCGRANT,,295,,,,,,,,
SC##007575,Nagrath/Kothari,Control Systems Engineering,,New Age Publication,2002,825,,,,SCGRANT,,240,,,,,,,,
SC##007576,Nagrath/Kothari,Control Systems Engineering,,New Age Publication,2002,825,,,,SCGRANT,,240,,,,,,,,
SC##007577,Nagrath/Kothari,Control Systems Engineering,,New Age Publication,2002,825,,,,SCGRANT,,240,,,,,,,,
SC##007578,Nagrath/Kothari,Control Systems Engineering,,New Age Publication,2002,825,,,,SCGRANT,,240,,,,,,,,
SC##007579,Nagrath/Kothari,Control Systems Engineering,,New Age Publication,2002,825,,,,SCGRANT,,240,,,,,,,,
SC##007580,Nagrath/Kothari,Control Systems Engineering,,New Age Publication,2002,825,,,,SCGRANT,,240,,,,,,,,
SC##007581,Nagrath/Kothari,Control Systems Engineering,,New Age Publication,2002,825,,,,SCGRANT,,240,,,,,,,,
SC##007582,Nagrath/Gopal,Modern Power System Analysis,,Tata McGraw Hill,2000,518,,,,SCGRANT,,185,,,,,,,,
SC##007583,Nagrath/Gopal,Modern Power System Analysis,,Tata McGraw Hill,2000,518,,,,SCGRANT,,185,,,,,,,,
SC##007584,Nagrath/Gopal,Modern Power System Analysis,,Tata McGraw Hill,2000,518,,,,SCGRANT,,185,,,,,,,,
SC##007585,Nagrath/Gopal,Modern Power System Analysis,,Tata McGraw Hill,2000,518,,,,SCGRANT,,185,,,,,,,,
SC##007586,Nagrath/Gopal,Modern Power System Analysis,,Tata McGraw Hill,2000,518,,,,SCGRANT,,185,,,,,,,,
SC##007587,Nagrath/Gopal,Modern Power System Analysis,,Tata McGraw Hill,2000,518,,,,SCGRANT,,185,,,,,,,,
SC##007588,Nagrath/Gopal,Modern Power System Analysis,,Tata McGraw Hill,2000,518,,,,SCGRANT,,185,,,,,,,,
SC##007589,"Gupta, J.B.",Electronic and Electrical Measurement and Instrumentation,,S.K.S K Kataria,2002,1205,,,,SCGRANT,,265,,,,,,,,
SC##007590,"Gupta, J.B.",Electronic and Electrical Measurement and Instrumentation,,S.K.S K Kataria,2002,1205,,,,SCGRANT,,265,,,,,,,,
SC##007591,"Gupta, J.B.",Electronic and Electrical Measurement and Instrumentation,,S.K.S K Kataria,2002,1205,,,,SCGRANT,,265,,,,,,,,
SC##007592,"Gupta, J.B.",Electronic and Electrical Measurement and Instrumentation,,S.K.S K Kataria,2002,1205,,,,SCGRANT,,265,,,,,,,,
SC##007593,"Gupta, J.B.",Electronic and Electrical Measurement and Instrumentation,,S.K.S K Kataria,2002,1205,,,,SCGRANT,,265,,,,,,,,
SC##007594,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667p,,,,SCGRANT,,198,,,,,,,,
SC##007595,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667p,,,,SCGRANT,,198,,,,,,,,
SC##007596,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667p,,,,SCGRANT,,198,,,,,,,,
SC##007597,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667p,,,,SCGRANT,,198,,,,,,,,
SC##007598,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667p,,,,SCGRANT,,198,,,,,,,,
SC##007599,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667p,,,,SCGRANT,,198,,,,,,,,
SC##007600,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667p,,,,SCGRANT,,198,,,,,,,,
SC##007601,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667p,,,,SCGRANT,,198,,,,,,,,
SC##007602,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667p,,,,SCGRANT,,198,,,,,,,,
SC##007603,Kothari/Nagrath,Basic Electrical Engineering,,Tata McGraw Hill,2002,667p,,,,SCGRANT,,198,,,,,,,,
SC##007604,"Gupta, J.B.",Utilization of Electrical Power and Electronics Traction,,S.K.S K Kataria,2002,0,,,,SCGRANT,,165,,,,,,,,
SC##007605,"Gupta, J.B.",Utilization of Electrical Power and Electronics Traction,,S.K.S K Kataria,2002,0,,,,SCGRANT,,165,,,,,,,,
SC##007606,"Gupta, J.B.",Utilization of Electrical Power and Electronics Traction,,S.K.S K Kataria,2002,0,,,,SCGRANT,,165,,,,,,,,
SC##007607,"Gupta, J.B.",Electrical Machines,,S.K.S K Kataria,2002,792,,,,SCGRANT,,275,,,,,,,,
SC##007608,"Gupta, J.B.",Electrical Machines,,S.K.S K Kataria,2002,792,,,,SCGRANT,,275,,,,,,,,
SC##007609,"Gupta, J.B.",Electrical Machines,,S.K.S K Kataria,2002,792,,,,SCGRANT,,275,,,,,,,,
SC##007610,"Gupta, J.B.",Electrical Machines,,S.K.S K Kataria,2002,792,,,,SCGRANT,,275,,,,,,,,
SC##007611,"Gupta, J.B.",Electrical Machines,,S.K.S K Kataria,2002,792,,,,SCGRANT,,275,,,,,,,,
SC##007612,Ramkrishnan/Gehrke,Database Management Systems,,McGraw Hill,2000,906,,,,SCGRANT,,357,,,,,,,,
SC##007613,Ramkrishnan/Gehrke,Database Management Systems,,McGraw Hill,2000,906,,,,SCGRANT,,357,,,,,,,,
SC##007614,Malvino/Brown,Digital Computer Fundamentals,,Tata McGraw Hill,2002,522,,,,SCGRANT,,265,,,,,,,,
SC##007615,Malvino/Brown,Digital Computer Fundamentals,,Tata McGraw Hill,2002,522,,,,SCGRANT,,265,,,,,,,,
SC##007616,Elmasri/Navathe,Fundamentals of Database,,Pearson Education,2002,0,,,,SCGRANT,,350,,,,,,,,
SC##007617,Elmasri/Navathe,Fundamentals of Database,,Pearson Education,2002,0,,,,SCGRANT,,350,,,,,,,,
SC##007618,Elmasri/Navathe,Fundamentals of Database,,Pearson Education,2002,0,,,,SCGRANT,,350,,,,,,,,
SC##007619,Elmasri/Navathe,Fundamentals of Database,,Pearson Education,2002,0,,,,SCGRANT,,350,,,,,,,,
SC##007620,Elmasri/Navathe,Fundamentals of Database,,Pearson Education,2002,0,,,,SCGRANT,,350,,,,,,,,
SC##007621,Elmasri/Navathe,Fundamentals of Database,,Pearson Education,2002,0,,,,SCGRANT,,350,,,,,,,,
SC##007622,Elmasri/Navathe,Fundamentals of Database,,Pearson Education,2002,0,,,,SCGRANT,,350,,,,,,,,
SC##007623,Elmasri/Navathe,Fundamentals of Database,,Pearson Education,2002,0,,,,SCGRANT,,350,,,,,,,,
SC##007624,"Gupta,Prakash C.",Data Communications,,Prentice Hall of India,2002,475,,,,SCGRANT,,225,,,,,,,,
SC##007625,"Gupta,Prakash C.",Data Communications,,Prentice Hall of India,2002,475,,,,SCGRANT,,225,,,,,,,,
SC##007626,"Liuo, Samuel Y.",Microwave Devices and Cicuits,,Prentice Hall of India,2002,542,,,,SCGRANT,,195,,,,,,,,
SC##007627,"Liuo, Samuel Y.",Microwave Devices and Cicuits,,Prentice Hall of India,2002,542,,,,SCGRANT,,195,,,,,,,,
SC##007628,"Liuo, Samuel Y.",Microwave Devices and Cicuits,,Prentice Hall of India,2002,542,,,,SCGRANT,,195,,,,,,,,
SC##007629,"Liuo, Samuel Y.",Microwave Devices and Cicuits,,Prentice Hall of India,2002,542,,,,SCGRANT,,195,,,,,,,,
SC##007630,"Liuo, Samuel Y.",Microwave Devices and Cicuits,,Prentice Hall of India,2002,542,,,,SCGRANT,,195,,,,,,,,
SC##007631,Neville A.M.,Properties of Concrete,,Pearson Education,2000,844,,,,SCGRANT,,450,,,,,,,,
SC##007632,"Chaudhary ,S.",Project Management,,Tata McGraw Hill,2002,244,,,,SCGRANT,,195,,,,,,,,
SC##007633,"Chaudhary ,S.",Project Management,,Tata McGraw Hill,2002,244,,,,SCGRANT,,195,,,,,,,,
SC##007634,"Chaudhary ,S.",Project Management,,Tata McGraw Hill,2002,244,,,,SCGRANT,,195,,,,,,,,
SC##007635,"Punmia,B.C.",Reinforced Concrete Structures -I,,Laxmi Publication,2000,1140,,,,SCGRANT,,190,,,,,,,,
SC##007636,"Punmia,B.C.",Reinforced Concrete Structures -II,,Laxmi Publication,1998,1144,,,,SCGRANT,,190,,,,,,,,
SC##007637,"Kadyali, L.R.",Traffic Engineering and Transport Planning,,Khanna Publication,1999,900,,,,SCGRANT,,292.5,,,,,,,,
SC##007638,"Kadyali, L.R.",Traffic Engineering and Transport Planning,,Khanna Publication,1999,900,,,,SCGRANT,,292.5,,,,,,,,
SC##007639,"Victor, J.D.",Essential of Bridge Engineering,,Oxford,2001,438,,,,SCGRANT,,145,,,,,,,,
SC##007640,"Victor, J.D.",Essential of Bridge Engineering,,Oxford,2001,438,,,,SCGRANT,,145,,,,,,,,
SC##007641,"Taha, Hamdy A.",Operations Research,,Prentice Hall of India,2002,916,,,,SCGRANT,,190,,,,,,,,
SC##007642,"Taha, Hamdy A.",Operations Research,,Prentice Hall of India,2002,916,,,,SCGRANT,,190,,,,,,,,
SC##007643,"Wang,C.K.",Indetermine Structural Analysis,,McGraw Hill,1983,781,,,,SCGRANT,,295,,,,,,,,
SC##007644,"Wang,C.K.",Indetermine Structural Analysis,,McGraw Hill,1983,781,,,,SCGRANT,,295,,,,,,,,
SC##007645,"Arora, K.R.",Soil Mechanics and Foundation Engineering,,Standard Publication,2002,860,,,,SCGRANT,,692.55,,,,,,,,
SC##007646,"Arora, K.R.",Soil Mechanics and Foundation Engineering,,Standard Publication,2002,860,,,,SCGRANT,,692.55,,,,,,,,
SC##007647,"Arora, K.R.",Soil Mechanics and Foundation Engineering,,Standard Publication,2002,860,,,,SCGRANT,,692.55,,,,,,,,
SC##007648,Duggal,Surveying -I,,Tata McGraw Hill,2002,662p,,,,SCGRANT,,165,,,,,,,,
SC##007649,Duggal,Surveying -I,,Tata McGraw Hill,2002,662p,,,,SCGRANT,,165,,,,,,,,
SC##007650,Duggal,Surveying -I,,Tata McGraw Hill,2002,662p,,,,SCGRANT,,165,,,,,,,,
SC##007651,Duggal,Surveying -I,,Tata McGraw Hill,2002,662p,,,,SCGRANT,,165,,,,,,,,
SC##007652,Duggal,Surveying -I,,Tata McGraw Hill,2002,662p,,,,SCGRANT,,165,,,,,,,,
SC##007653,Duggal,Surveying -I,,Tata McGraw Hill,2002,662p,,,,SCGRANT,,165,,,,,,,,
SC##007654,Duggal,Surveying -I,,Tata McGraw Hill,2002,662p,,,,SCGRANT,,165,,,,,,,,
SC##007655,Duggal,Surveying -I,,Tata McGraw Hill,2002,662p,,,,SCGRANT,,165,,,,,,,,
SC##007656,Duggal,Surveying -I,,Tata McGraw Hill,2002,662p,,,,SCGRANT,,165,,,,,,,,
SC##007657,Duggal,Surveying -I,,Tata McGraw Hill,2002,662p,,,,SCGRANT,,165,,,,,,,,
SC##007658,"Ramamurtham, S.",Basic Civil Engineering,,Dhanpat Rai,2002,447,,,,SCGRANT,,130,,,,,,,,
SC##007659,"Ramamurtham, S.",Basic Civil Engineering,,Dhanpat Rai,2002,447,,,,SCGRANT,,130,,,,,,,,
SC##007660,Shah/Kale,Building Drawing,,Tata McGraw Hill,2002,404,,,,SCGRANT,,250,,,,,,,,
SC##007661,Shah/Kale,Building Drawing,,Tata McGraw Hill,2002,404,,,,SCGRANT,,250,,,,,,,,
SC##007662,Shah/Kale,Building Drawing,,Tata McGraw Hill,2002,404,,,,SCGRANT,,250,,,,,,,,
SC##007663,Shah/Kale,Building Drawing,,Tata McGraw Hill,2002,404,,,,SCGRANT,,250,,,,,,,,
SC##007664,Shah/Kale,Building Drawing,,Tata McGraw Hill,2002,404,,,,SCGRANT,,250,,,,,,,,
SC##007665,"Sahasrabudhe,S.R.",Irrigation Engineering,,S.K.S K Kataria,2000,429,,,,SCGRANT,,85,,,,,,,,
SC##007666,"Sahasrabudhe,S.R.",Irrigation Engineering,,S.K.S K Kataria,2000,429,,,,SCGRANT,,85,,,,,,,,
SC##007667,"Sahasrabudhe,S.R.",Irrigation Engineering,,S.K.S K Kataria,2000,429,,,,SCGRANT,,85,,,,,,,,
SC##007668,"Sahasrabudhe,S.R.",Irrigation Engineering,,S.K.S K Kataria,2000,429,,,,SCGRANT,,85,,,,,,,,
SC##007669,"Sahasrabudhe,S.R.",Irrigation Engineering,,S.K.S K Kataria,2000,429,,,,SCGRANT,,85,,,,,,,,
SC##007670,"Caughanwar, Donald R.",Process Systems Analysis and Control,,McGraw Hill,1990,566,,,,SCGRANT,,384.75,,,,,,,,
SC##007671,"Caughanwar, Donald R.",Process Systems Analysis and Control,,McGraw Hill,1990,566,,,,SCGRANT,,384.75,,,,,,,,
SC##007672,"Caughanwar, Donald R.",Process Systems Analysis and Control,,McGraw Hill,1990,566,,,,SCGRANT,,384.75,,,,,,,,
SC##007673,"Caughanwar, Donald R.",Process Systems Analysis and Control,,McGraw Hill,1990,566,,,,SCGRANT,,384.75,,,,,,,,
SC##007674,"Caughanwar, Donald R.",Process Systems Analysis and Control,,McGraw Hill,1990,566,,,,SCGRANT,,384.75,,,,,,,,
SC##007675,"Caughanwar, Donald R.",Process Systems Analysis and Control,,McGraw Hill,1990,566,,,,SCGRANT,,384.75,,,,,,,,
SC##007676,"Caughanwar, Donald R.",Process Systems Analysis and Control,,McGraw Hill,1990,566,,,,SCGRANT,,384.75,,,,,,,,
SC##007677,"Bird, R.B.",Transport Phenomena,,J.John Wiley Publication,2002,895,,,,SCGRANT,,352,,,,,,,,
SC##007678,"Bird, R.B.",Transport Phenomena,,J.John Wiley Publication,2002,895,,,,SCGRANT,,352,,,,,,,,
SC##007679,"Bird, R.B.",Transport Phenomena,,J.John Wiley Publication,2002,895,,,,SCGRANT,,352,,,,,,,,
SC##007680,"Bird, R.B.",Transport Phenomena,,J.John Wiley Publication,2002,895,,,,SCGRANT,,352,,,,,,,,
SC##007681,"Bird, R.B.",Transport Phenomena,,J.John Wiley Publication,2002,895,,,,SCGRANT,,352,,,,,,,,
SC##007682,"Bird, R.B.",Transport Phenomena,,J.John Wiley Publication,2002,895,,,,SCGRANT,,352,,,,,,,,
SC##007683,"Bird, R.B.",Transport Phenomena,,J.John Wiley Publication,2002,895,,,,SCGRANT,,352,,,,,,,,
SC##007684,Baily/Ollis,Biochemical Engineering Fundamentals,,McGraw Hill,1986,984,,,,SCGRANT,,846.45,,,,,,,,
SC##007685,Baily/Ollis,Biochemical Engineering Fundamentals,,McGraw Hill,1986,984,,,,SCGRANT,,846.45,,,,,,,,
SC##007686,Baily/Ollis,Biochemical Engineering Fundamentals,,McGraw Hill,1986,984,,,,SCGRANT,,846.45,,,,,,,,
SC##007687,Baily/Ollis,Biochemical Engineering Fundamentals,,McGraw Hill,1986,984,,,,SCGRANT,,846.45,,,,,,,,
SC##007688,Baily/Ollis,Biochemical Engineering Fundamentals,,McGraw Hill,1986,984,,,,SCGRANT,,846.45,,,,,,,,
SC##007689,"Dubeen, William L.",Process Modelling Simulation and Control for Chemical Engineering,,McGraw Hill,1990,723,,,,SCGRANT,,795.12,,,,,,,,
SC##007690,"Dubeen, William L.",Process Modelling Simulation and Control for Chemical Engineering,,McGraw Hill,1990,723,,,,SCGRANT,,795.12,,,,,,,,
SC##007691,"Dubeen, William L.",Process Modelling Simulation and Control for Chemical Engineering,,McGraw Hill,1990,723,,,,SCGRANT,,795.12,,,,,,,,
SC##007692,"Dubeen, William L.",Process Modelling Simulation and Control for Chemical Engineering,,McGraw Hill,1990,723,,,,SCGRANT,,795.12,,,,,,,,
SC##007693,Peters/Timmer,Plant Design and Economics for Chemical Engineering,,McGraw Hill,2002,910,,,,SCGRANT,,867.84,,,,,,,,
SC##007694,Peters/Timmer,Plant Design and Economics for Chemical Engineering,,McGraw Hill,2002,910,,,,SCGRANT,,867.84,,,,,,,,
SC##007695,Peters/Timmer,Plant Design and Economics for Chemical Engineering,,McGraw Hill,2002,910,,,,SCGRANT,,867.84,,,,,,,,
SC##007696,Peters/Timmer,Plant Design and Economics for Chemical Engineering,,McGraw Hill,2002,910,,,,SCGRANT,,867.84,,,,,,,,
SC##007697,Bhatt/Vora,Stoichiometry,,Tata McGraw Hill,2000,642,,,,SCGRANT,,867.84,,,,,,,,
SC##007698,Bhatt/Vora,Stoichiometry,,Tata McGraw Hill,2000,642,,,,SCGRANT,,867.84,,,,,,,,
SC##007699,Bhatt/Vora,Stoichiometry,,Tata McGraw Hill,2000,642,,,,SCGRANT,,867.84,,,,,,,,
SC##007700,Bhatt/Vora,Stoichiometry,,Tata McGraw Hill,2000,642,,,,SCGRANT,,867.84,,,,,,,,
SC##007701,Korgaonker,Just in time Manufacturing,,Macmillan,2002,390,,,,SCGRANT,,239,,,,,,,,
SC##007702,Korgaonker,Just in time Manufacturing,,Macmillan,2002,390,,,,SCGRANT,,239,,,,,,,,
SC##007703,"Srinath, I.S.",Mechanical Engineering,,East West Press,2002,320,,,,SCGRANT,,195,,,,,,,,
SC##007704,"Srinath, I.S.",Mechanical Engineering,,East West Press,2002,320,,,,SCGRANT,,195,,,,,,,,
SC##007705,"Ebelug, Charles E.",Introduction to Reliability and Maintainability,,Tata McGraw Hill,2000,486,,,,SCGRANT,,250,,,,,,,,
SC##007706,"Ebelug, Charles E.",Introduction to Reliability and Maintainability,,Tata McGraw Hill,2000,486,,,,SCGRANT,,250,,,,,,,,
SC##007707,Gupta. A.K.,Relability Engineering and Terotechnology,,Macmillan,1996,466,,,,SCGRANT,,240,,,,,,,,
SC##007708,Gupta. A.K.,Relability Engineering and Terotechnology,,Macmillan,1996,466,,,,SCGRANT,,240,,,,,,,,
SC##007709,"Kerzner , Harold",Project Management,,CBS,2002,837,,,,SCGRANT,,195,,,,,,,,
SC##007710,"Kerzner , Harold",Project Management,,CBS,2002,837,,,,SCGRANT,,195,,,,,,,,
SC##007711,Meredith Jacke,Project Management,,J.John Wiley Publication,2000,615,,,,SCGRANT,,382.5,,,,,,,,
SC##007712,Meredith Jacke,Project Management,,J.John Wiley Publication,2000,615,,,,SCGRANT,,382.5,,,,,,,,
SC##007713,Jain. P.L,Foundry Technology,,Tata McGraw Hill,2001,315,,,,SCGRANT,,125,,,,,,,,
SC##007714,Jain. P.L,Foundry Technology,,Tata McGraw Hill,2001,315,,,,SCGRANT,,125,,,,,,,,
SC##007715,"Radhakrishanan, V.M.",Welding Technology,,New Age Publication,2002,540,,,,SCGRANT,,595,,,,,,,,
SC##007716,"Radhakrishanan, V.M.",Welding Technology,,New Age Publication,2002,540,,,,SCGRANT,,595,,,,,,,,
SC##007717,"Medhi, J.",Stochastic Processes,,New Age Publication,2002,598,,,,SCGRANT,,200,,,,,,,,
SC##007718,"Medhi, J.",Stochastic Processes,,New Age Publication,2002,598,,,,SCGRANT,,200,,,,,,,,
SC##007719,"Feller, William",Introduction to Probability Theory and Its Applications-I,,J.John Wiley Publication,2000,509,,,,SCGRANT,,1274.5,,,,,,,,
SC##007720,"Feller, William",Introduction to Probability Theory and Its Applications-I,,J.John Wiley Publication,2000,509,,,,SCGRANT,,1274.5,,,,,,,,
SC##007721,"Feller, William",Introduction to Probability Theory and Its Applications-II,,J.John Wiley Publication,2000,669,,,,SCGRANT,,1274.5,,,,,,,,
SC##007722,"Feller, William",Introduction to Probability Theory and Its Applications-II,,J.John Wiley Publication,2000,669,,,,SCGRANT,,1274.5,,,,,,,,
SC##007723,Subramanyam,Flow in Open Channels,,Tata McGraw Hill,1998,529,,,,SCGRANT,,195,,,,,,,,
SC##007724,"Omura, Georgge",Mastering Autocad 2002 with CD,,BPB,2001,1357,,,,SCGRANT,,570,,,,,,,,
SC##007725,"Omura, Georgge",Mastering Autocad 2002 with CD,,BPB,2001,1357,,,,SCGRANT,,570,,,,,,,,
SC##007726,Ramchandra,Design of Steel Structures,,Standard Publication,1999,894p,,,,SCGRANT,,220,,,,,,,,
SC##007727,Ramchandra,Design of Steel Structures,,Standard Publication,1999,894p,,,,SCGRANT,,220,,,,,,,,
SC##007728,Ramchandra,Design of Steel Structures,,Standard Publication,1999,894p,,,,SCGRANT,,220,,,,,,,,
SC##007729,Ramchandra,Design of Steel Structures,,Standard Publication,1999,894p,,,,SCGRANT,,220,,,,,,,,
SC##007730,Ramchandra,Design of Steel Structures,,Standard Publication,1999,894p,,,,SCGRANT,,220,,,,,,,,
SC##007731,Ramchandra,Design of Steel Structures,,Standard Publication,1999,894p,,,,SCGRANT,,220,,,,,,,,
SC##007732,Ramchandra,Design of Steel Structures,,Standard Publication,1999,894p,,,,SCGRANT,,220,,,,,,,,
SC##007733,Ramchandra,Design of Steel Structures,,Standard Publication,1999,894p,,,,SCGRANT,,220,,,,,,,,
SC##007734,Ramchandra,Design of Steel Structures,,Standard Publication,1999,894p,,,,SCGRANT,,220,,,,,,,,
SC##007735,Ramchandra,Design of Steel Structures,,Standard Publication,1999,894p,,,,SCGRANT,,220,,,,,,,,
SC##007736,Ramchandra,Design of Steel Structures,,Standard Publication,1999,894p,,,,SCGRANT,,220,,,,,,,,
SC##007737,Oxford,Oxford Dictionary of Difficult Words,,Oxford,2002,484p,,,,SCGRANT,,300,,,,,,,,
SC##007738,Oxford,Oxford Dictionary of Difficult Words,,Oxford,2002,484p,,,,SCGRANT,,300,,,,,,,,
SC##007739,Oxford,Oxford Dictionary of Difficult Words,,Oxford,2002,484p,,,,SCGRANT,,300,,,,,,,,
SC##007740,Oxford,Oxford Dictionary of Difficult Words,,Oxford,2002,484p,,,,SCGRANT,,300,,,,,,,,
SC##007741,Andleigh/Thakrar,Multimedia Systems Design,,Prentice Hall of India,2002,654,,,,SCGRANT,,250,,,,,,,,
SC##007742,Andleigh/Thakrar,Multimedia Systems Design,,Prentice Hall of India,2002,654,,,,SCGRANT,,250,,,,,,,,
SC##007743,Andleigh/Thakrar,Multimedia Systems Design,,Prentice Hall of India,2002,654,,,,SCGRANT,,250,,,,,,,,
SC##007744,Andleigh/Thakrar,Multimedia Systems Design,,Prentice Hall of India,2002,654,,,,SCGRANT,,250,,,,,,,,
SC##007745,Andleigh/Thakrar,Multimedia Systems Design,,Prentice Hall of India,2002,654,,,,SCGRANT,,250,,,,,,,,
SC##007746,"Kuo, Benjamin C",Digital Control Systems,,Oxford,2002,751,,,,SCGRANT,,345,,,,,,,,
SC##007747,"Kuo, Benjamin C",Digital Control Systems,,Oxford,2002,751,,,,SCGRANT,,345,,,,,,,,
SC##007748,"Kuo, Benjamin C",Digital Control Systems,,Oxford,2002,751,,,,SCGRANT,,345,,,,,,,,
SC##007749,"Kuo, Benjamin C",Digital Control Systems,,Oxford,2002,751,,,,SCGRANT,,345,,,,,,,,
